date,hierarchy,paid_media_digital_video_the_trade_desk_spend_usd,paid_media_retail_spend_usd,paid_media_digital_audio_spotify_spend_usd,paid_media_digital_display_warner_spend_usd,paid_media_traditional_cinema_spend_usd,paid_media_digital_search_bing_spend_usd,owned_media_digital_social_facebook_impressions,paid_media_digital_video_connected_ott_spend_usd,owned_media_digital_video_youtube_views,paid_media_digital_social_snapchat_spend_usd,paid_media_traditional_fixed_television_spend_usd,paid_media_digital_social_other_spend_usd,paid_media_digital_social_x_twitter_spend_usd,paid_media_digital_social_pinterest_spend_usd,paid_media_digital_video_roku_spend_usd,paid_media_traditional_print_spend_usd,paid_media_traditional_radio_spend_usd,paid_media_digital_search_other_spend_usd,paid_media_digital_audio_pandora_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_traditional_flex_television_spend_usd,paid_media_traditional_ooh_spend_usd,paid_media_digital_social_tiktok_spend_usd,paid_media_digital_video_google_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_digital_audio_other_spend_usd,paid_media_digital_mobile_other_spend_usd,paid_media_digital_social_meta_spend_usd,paid_media_digital_video_hulu_spend_usd,owned_media_digital_social_instagram_impressions,paid_media_digital_search_google_spend_usd,paid_media_digital_video_other_spend_usd,paid_media_digital_display_the_trade_desk_spend_usd,paid_media_digital_video_twitch_spend_usd,paid_media_digital_display_other_spend_usd,weather_population_weighted_average_precipitation_mm,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,commercial_execution_sovi_ssd_percentage,macroeconomics_consumer_price_index_seasonally_adjusted,average_selling_price_vs_competitor_average_selling_price_ratio,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,competitor_paid_media_digital_internet_spend_usd,commercial_execution_socvi_nartd_percentage,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,competitor_paid_media_traditional_television_spend_usd,weather_population_weighted_average_temperature_celsius,macroeconomics_yoy_percentage_change_in_real_private_consumption,competitor_paid_media_digital_social_spend_usd,commercial_execution_total_ko_cde,average_selling_price_relative_to_12_week_moving_average_ratio,bottler_promo_spend_usd,varying_intercept,holiday_effect
06-06-2022,brand12,0,0,0,0,4888.974216,0,0,0,0,50.56072576,0,214.1888082,2075.240852,0,0,0,0,0,0,0.924332253,0,3378.388355,0,0,0,0,0,7077.874877,0,0,0,1487.938003,0,0,1907.606519,-5241.356887,43373.55657,32859.79004,-22355.17941,-106203.8896,-16506.82505,-4814.778444,20552.36054,29276.759,-1623.985417,102644.5065,35078.93098,-2087.62892,34840.5898,-14388.98409,13062.70771,956607.6225,174330.3355
06-06-2022,brand14,0,0,0,0,0,0,25.39586707,21567.23185,0,15195.92842,0,3096.822896,0,0,0,0,0,972.2093758,0,5.904701131,0,36.9346664,0,0,2350.636869,0,0,33869.81394,0,9.054916868,0,27040.57668,0,0,673.9207332,-13915.03497,46016.98506,89432.69679,-57260.93161,102487.1909,-49812.77126,-2206.760423,54702.30702,60336.4861,-1492.680609,287164.5875,99424.08896,-3409.008668,93084.32342,-34710.43612,32766.30296,2622633.181,0.00000187
06-06-2022,brand15,0,0,0,0,0,0,0,0,0,246.3063395,0,0,0,0,0,0,0,0,0,0.042471401,0,0,0,0,0,0,0,0,0,0.136557754,0,0,0,0,96325.99294,-11158.89854,15868.56615,63483.36349,-50838.95313,202693.137,-44884.41861,-34765.68443,43582.91273,56914.95964,-12314.47249,245117.3563,69624.90363,-17380.72416,62530.37306,-49281.9838,145355.089,2514800.225,2459.617774
06-06-2022,brand18,0,0,0,0,0,0,32.73007469,0,0,0,0,0,0,0,0,0,0,321.4814428,0,0,0,139.8431236,0,0,0,0,0,0,0,0.630588903,0,0,0,0,984.4207477,-6944.039754,62354.93341,52162.39539,-29098.82016,-67341.12268,-27275.61276,-760.9527266,30081.74878,28210.88395,-724.700464,129110.1664,45454.08552,-543.9218921,54863.88346,-47784.35458,0,1195099.994,59772.83747
06-06-2022,brand19,0,0,0,0,10928.92332,0,0,1455.770814,0,8174.098632,0,0,1601.726833,0,0,0,0,0,0,85.22660531,7665.994853,0,0,0,4804.523335,0,0,15649.36731,0,8.864610911,620.5060178,13820.85861,0,308.3270699,102.0029408,-28524.51194,174663.7424,146240.3536,-118502.4637,-55279.48142,-152516.5213,-19552.87399,92979.81926,210627.7399,-15523.43922,446244.5673,157036.7833,-25364.97934,147882.4122,-246293.3406,549098.5639,4465176.59,148144.3052
06-06-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17348.47998,0,92072.03795,-80138.33762,729766.5865,0,0,63903.70736,104195.7072,0,329882.9735,103131.6091,0,91758.99971,-50545.75246,250952.5679,3338689.635,-2.94E-09
06-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25237.06805,246974.036,137950.4989,-102911.5056,-131886.3437,-123944.9553,-9723.688991,86890.42437,50496.94529,-3968.370742,376159.3028,141335.4904,-1690.560911,137961.4976,-130355.0584,504746.1383,4253051.969,0.000000353
06-06-2022,brand8,0,0,17.01581039,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7369842,0,0,1.806063034,0,410.9759252,0,0,0,0,0,0,0,29.54748831,0,0,0,0,119.1254754,-5941.905598,-48611.86356,55653.22478,-23236.07931,-71204.71286,-24560.83148,-3414.696737,26545.13684,29804.98767,-2421.391217,117148.7328,41952.54286,-4648.578388,58615.24849,-43953.39437,21708.11459,979270.8403,181987.6734
13-06-2022,brand0,0,0,8402.210966,0,99982.13453,0,350.0230457,8629.95655,0,42949.21376,0,3930.755897,0,0,0,2129.910235,870.7769541,1486.247862,0,1813.170493,49568.54178,49241.53096,0,0,10701.30224,9089.227825,0,23125.39794,0,3354.700592,0,28713.80186,0,1735.557015,61315.17843,-85904.34087,443887.0768,339050.2413,-334333.5023,-167014.8312,-441018.4759,-65655.45647,214438.5617,411908.3779,-13498.70002,1084741.394,389427.6571,-80773.76896,349806.3879,-509976.8977,3273677.069,8967016.33,0.018586802
13-06-2022,brand1,0,0,0,0,0,0,568.6299342,0,0,0,0,39.810435,0,0,0,0,613.4836852,0,0,7206.973194,4.771968585,524.049228,0,0,0,0,0,0,0,4638.06436,0,0,0,0,5193.703146,-22095.48226,335776.5439,118739.3229,-64571.67896,-35995.86951,-60674.18907,-8290.620277,65126.19939,99021.75084,-1734.088677,305251.0517,107170.4657,-1324.969869,122380.2048,-138955.5442,0,2889617.514,0.00084163
13-06-2022,brand10,0,0,2.393698313,0,277.7837206,0,0.010890947,121.9092213,8.631839135,130.5878454,0,16.7963237,95.0845819,0,0,6.374280129,0,0,0,0.163506654,346.4495676,5.238179664,0,0,238.6334041,25.5651154,0,1611.699232,0,2.201615874,9.421884479,603.1205815,0,0,143.0790055,-9649.251362,83951.11638,40317.68163,-31984.13363,4729.301097,-29593.23014,-5414.252526,26256.52457,39026.01251,-381.5029703,141826.3975,45951.89068,-2603.980115,42017.84204,-37614.68215,37808.50241,1570106.013,0.001054096
13-06-2022,brand11,0,0,5260.152867,0,15072.27914,0,264.6245069,1717.456024,0,1615.888304,0,0,1082.76375,0,0,0,0,0,0,8.028930792,1167.069719,3596.687712,0,0,1365.642004,0,0,5440.105252,0,8.462961469,224.8902761,9873.752041,0,0,739.2774109,-4413.33484,41185.23862,20000.13042,-13565.62362,-55793.87235,-12200.46166,-12643.78684,13581.96634,20383.85609,-1081.798811,74760.51475,22873.07069,-5826.111952,20859.99388,-16531.44932,17117.31485,677937.2013,11394.85251
13-06-2022,brand12,0,0,195.913111,0,5033.435399,0,30.20167863,0,0,79.31857351,0,291.9429883,2447.003755,0,0,0,0,0,0,0.647078533,7125.554972,3584.030656,0,0,0,0,0,9000.30198,0,0,0,1747.95961,0,0,2190.650947,-6773.147032,42739.04796,32853.21212,-22350.70431,-105736.5518,-16503.52069,-4813.814613,20548.24634,29232.84312,-1275.870559,104444.8693,35071.90882,-2087.211015,34833.61535,-15259.97387,12820.14894,963817.5796,169910.1826
13-06-2022,brand14,0,0,0,0,0,0,17.72141816,24482.48981,0,17956.19935,0,3153.533097,0,0,0,0,0,1071.109214,0,5.516960459,0,19.57744293,0,0,2633.475482,0,0,37551.8202,0,6.389893198,0,31206.57844,0,0,759.8630612,-18521.42916,65468.34184,92098.55193,-58967.79447,105646.5164,-51297.61559,-2272.540655,56332.9011,79548.31706,-1693.802673,299961.2002,102387.7726,-3510.626126,95859.02809,-56448.20516,37239.64564,2717112.42,0.000813312
13-06-2022,brand15,0,0,0,0,0,0,0,0,0,157.0397986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118114.1789,-15901.10488,48510.51378,69989.38612,-56049.12728,219624.7088,-49484.34884,-38328.60733,48049.45957,112203.1649,-1952.999675,271841.373,76760.33524,-19161.96855,68938.72951,-118707.4279,178955.8824,2875929.112,4252.759513
13-06-2022,brand18,0,0,0,0,0,0,51.76592912,0,0,0,0,447.3881173,255.3477351,0,0,0,0,334.4585183,0,0,5146.54443,151.2194461,0,0,0,0,0,2237.394448,0,0.738948195,0,0,0,0,1335.019961,-9111.79173,64362.8094,52956.02699,-29541.54798,-50952.2154,-27690.60114,-772.5303416,30539.43149,33755.34727,-810.69194,133181.0669,46145.65266,-552.1974629,55698.6172,-50924.31119,0,1210296.73,60414.13686
13-06-2022,brand19,0,0,0,0,11357.56051,0,0,1477.471946,0,9101.261744,0,0,1636.511226,0,0,0,0,0,0,195.7739056,7853.89421,0,0,0,5119.763442,0,0,16089.70842,0,284.1990263,652.7343362,14624.21853,0,310.7301183,111.8525688,-38209.44135,169908.8196,151560.4815,-122813.5054,-60234.16522,-158064.9721,-20264.19469,96362.36395,272614.3456,-7462.45357,468753.1127,162749.6782,-26287.74062,153262.2771,-311276.4334,575996.2572,4619441.896,124028.6558
13-06-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26435.99887,0,108549.6265,-94480.22236,860368.6003,0,0,75340.17626,245946.0637,0,387791.4332,121588.4638,0,108180.5657,-190667.8561,293947.315,4096395.106,0.000233488
13-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34379.50511,241191.4466,145395.2705,-108465.3285,-66909.68544,-130633.89,-10248.4471,91579.63799,137282.7994,-3738.573907,400871.7323,148962.9397,-1781.795374,145406.8627,-166634.5691,533616.5679,4467377.142,0.000195591
13-06-2022,brand8,0,0,18.58138793,0,0,0,0,0,0,0,0,0,0,0,0,0,29.13667778,0,0,0.984348851,0,416.015074,0,0,0,0,0,0,0,8.388795231,0,0,0,0,119.1652491,-7779.65928,-60118.08284,56375.63487,-23537.69666,-69239.77836,-24879.64485,-3459.021417,26889.70761,33391.08259,-191.4751992,120584.6703,42497.1104,-4708.919544,59376.10731,-47283.74236,22833.0653,982462.4782,155103.2564
20-06-2022,brand0,0,0,8322.837896,0,96498.47616,0,570.0538093,8460.888645,0,42718.87284,0,3800.137196,0,0,0,1157.024364,826.1050546,1445.233685,0,590.9478976,47587.1624,47537.26401,0,0,10559.12521,8961.009401,0,22293.36263,0,2256.827006,0,28364.22216,0,1261.641913,64580.92211,-33421.52447,431002.851,325965.5946,-321430.8843,-120624.8514,-423998.6651,-63121.67725,206162.9362,251992.4359,-3147.731327,1142949.856,374398.8422,-77656.54295,336306.6394,-332037.4848,3465466.815,8603861.815,218120.8489
20-06-2022,brand1,0,0,0,0,0,0,936.4722679,0,0,0,0,40.01242119,0,0,0,0,655.8394928,0,0,2332.707938,0,1942.485147,0,0,0,0,0,0,0,3263.827696,0,0,0,0,3418.169524,-8603.93311,326295.182,114257.487,-62134.40998,-38587.61578,-58384.03151,-7977.689408,62667.99994,58355.3326,-2431.828478,321874.8218,103125.2983,-1274.958656,117760.9432,-100974.1911,0,2770861.827,41242.60955
20-06-2022,brand10,0,0,0.270942794,0,280.0148051,0,12.8307895,135.9463587,170.5742078,140.5728497,0,17.463688,101.1684427,0,0,0.763184407,0,0,0,1.015472302,354.7900335,35.52563263,0,0,267.5102484,26.72881198,0,1682.790622,0,3.753531847,10.38666987,643.4788036,0,0,138.6792309,-3799.070201,82851.64051,39226.16126,-31118.22736,9785.817497,-28792.05279,-5267.672498,25545.68182,28528.59948,-755.9604595,151003.3026,44707.8354,-2533.482576,40880.29324,-26064.60905,36726.36646,1543516.348,20783.34175
20-06-2022,brand11,0,0,6620.927189,0,14541.04254,0,62.23107084,1696.800556,0,1662.760757,0,0,1035.360186,0,0,0,0,0,0,5.115010837,1107.800816,3601.978835,0,0,1377.374452,2542.326565,0,5236.036433,0,5.699877625,215.8034465,9898.057183,0,0,744.5734205,-1709.688777,39713.39609,19146.06678,-12986.33211,-50331.92341,-11679.46652,-12103.86043,13001.97695,12517.88435,-1464.596439,78451.34399,21896.32416,-5577.320055,19969.21157,-10562.37061,15782.83549,654224.2084,16313.75618
20-06-2022,brand12,0,0,279.2375119,0,5112.433726,0,40.29630301,0,5.111205697,96.3661955,0,324.7476598,2585.906741,0,0,0,0,0,0,0.63383972,8344.830775,3559.36011,0,0,0,0,0,9777.944888,0,0,0,1906.22199,0,0,2302.626797,-2644.127965,41957.45364,31693.21984,-21561.53811,-98153.15435,-15920.80882,-4643.846826,19822.72193,21488.449,-2340.121265,110343.5784,33833.57805,-2013.515065,33603.69833,-9811.689481,12389.03511,937319.0671,170201.2937
20-06-2022,brand14,0,0,0,0,0,0,13.56290719,25407.59222,0,19363.79611,0,3080.128765,0,0,0,0,0,1087.899094,0,4.002013998,0,11.61544615,0,0,2737.012781,0,0,38406.27687,0,4.776441864,0,32789.82636,0,0,864.4680723,-7152.891425,72998.42409,87893.44746,-56275.39887,116843.5878,-48955.43074,-2168.779297,53760.81143,49243.68607,-212.3780668,314006.5297,97712.87519,-3350.335336,91482.22499,-27065.95684,36405.04231,2603089.265,38504.73093
20-06-2022,brand15,0,0,0,0,0,0,0,0,0,34.94325911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123141.6352,-6176.904568,40798.458,67185.00181,-53803.31114,233772.7347,-47501.57489,-36792.82954,46124.17978,88371.49624,-3226.136058,286070.4992,73684.64774,-18394.17321,66176.44365,-84984.45515,181425.6525,2822635.856,28647.26861
20-06-2022,brand18,0,0,0,0,0,0,39.87407319,369.5068382,0,0,0,561.3195497,315.2079827,0,0,0,0,331.6827128,0,0,5763.731759,153.1759809,0,0,0,0,0,2677.052411,0,0.458421746,0,3541.297681,0,0,1700.049641,-3466.678139,64123.64219,49787.65733,-27774.07126,-44850.40243,-26033.86695,-726.309697,28712.25121,11620.50609,-100.1394736,137576.3721,43384.74904,-519.1593785,52366.15781,-26036.81275,0,1134647.906,95404.51725
20-06-2022,brand19,0,0,0,0,10918.14981,0,0,1410.046864,0,9277.256471,0,0,1565.980844,0,0,0,0,0,0,130.7342663,19496.14187,0,0,0,5009.538143,0,0,15455.61877,0,284.9786889,650.0190574,14440.88688,0,296.8822159,111.5501961,-14845.91385,168327.4798,145518.6925,-117917.6824,-17580.62102,-151763.8888,-19456.38524,92520.98612,202219.4225,-1618.01632,493362.5849,156261.8444,-25239.80925,147152.6479,-212083.9794,606248.2527,4429295.805,252600.1365
20-06-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9802.053962,0,99459.49676,-86568.28835,788319.875,0,0,69031.06216,167747.1738,0,391530.5994,111406.4396,0,99121.34169,-113689.6668,274796.827,3784956.918,32347.11393
20-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13445.17486,241272.1723,140512.0834,-104822.4556,-68394.7089,-126246.4727,-9904.246879,88503.8811,80358.076,-5488.481344,424245.3727,143959.9303,-1721.952711,140523.2863,-109817.9652,578926.0211,4310808.561,45245.34634
20-06-2022,brand8,0,0,19.07246986,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74710752,0,0,0.810796285,0,397.2824427,0,0,0,0,0,0,0,86.6782658,0,0,0,0,111.587957,-3019.425539,-59594.60624,54069.42514,-22574.81855,-62579.58714,-23861.87044,-3317.52006,25789.70572,21942.89395,-200.0935194,126752.9827,40758.64219,-4516.28746,56947.15451,-35313.20265,22386.47509,934308.2677,162405.3445
27-06-2022,brand0,0,0,8445.156952,0,95545.84006,0,443.991421,6152.028199,0,36450.25747,0,2192.789249,0,0,0,3412.446668,986.0223142,1213.188777,0,1145.867148,92031.76089,52655.61136,0,0,10224.05858,12315.05985,0,18701.53709,0,1417.141908,0,25810.26536,0,1089.163977,74453.87029,-31728.60607,495883.3697,344919.3759,-340099.0811,-7240.804221,-448652.7331,-69685.66001,257814.3499,483638.8721,-5330.911764,1210523.561,340090.1549,-83587.41437,355709.8928,-331813.3051,4419347.988,9069143.919,0.000361083
27-06-2022,brand1,0,0,0,0,0,0,820.3590981,0,0,0,0,26.74076317,0,0,0,0,404.5036306,0,0,5514.665674,379.2383042,2731.822048,0,0,0,0,0,0,0,2300.148794,0,0,0,0,2483.715263,-8822.546391,356822.6295,130587.8238,-71010.44308,-43749.82733,-66728.6129,-8044.714856,84647.57449,206530.3937,-2053.744097,365363.0956,101180.5344,-1377.998545,134534.5921,-180586.2415,0,3148094.884,0.00000703
27-06-2022,brand10,0,0,0,0,261.7676809,0,2.003334019,120.2056462,60.53206342,161.6132462,0,19.73366762,114.3336133,0,0,0,0,0,0,0.786237613,518.0208127,667.0582984,0,0,267.7412471,29.0860941,0,1888.432275,0,3.362588249,12.24526611,687.5495477,0,0,140.1934311,-3346.292848,82956.18503,38510.88751,-30548.8309,3932.251023,-28267.04094,-5008.960264,29639.84197,21649.64038,-164.3466221,149588.2156,37679.49692,-2601.598594,40117.73398,-19310.58538,35962.63212,1527438.407,0.000000798
27-06-2022,brand11,0,0,7522.48532,0,13288.08865,0,39.68300709,1235.580209,0,1794.08866,0,0,1049.479993,0,0,0,0,0,0,3.591477122,244.018059,3690.875667,1895.3454,0,1457.104496,2905.679147,0,5341.675015,0,5.09306017,219.2343988,8245.044705,0,0,739.4768726,-1549.103595,40653.88111,19335.88533,-13114.2369,-49445.38983,-11795.25946,-11850.91599,15518.31457,14266.1233,-1018.313035,79688.40089,18983.20076,-6155.795872,20158.58688,-12787.98631,15651.19799,663363.6167,11082.04129
27-06-2022,brand12,0,0,1138.903953,0,4819.338047,0,10.86661482,198.323374,1.379940385,97.4565643,0,498.491102,2473.450872,0,0,0,0,0,0,0.181013541,8483.001226,1092.410054,0,0,370.5823043,78.19456171,0,10838.24747,0,0,0,2256.349849,0,0,3656.928939,-2449.256701,43728.44337,32721.95855,-22259.97604,-105920.9949,-16437.58662,-5839.928441,24187.2717,28356.56198,-1619.112189,114300.9286,29987.10845,-2124.936321,34679.64781,-15343.88015,13398.30792,973797.2673,169922.8889
27-06-2022,brand14,0,0,0,0,0,0,7.286092171,19476.61996,0,23254.54372,0,4006.095348,0,0,0,0,0,1281.422589,0,1.410827404,0,2871.110799,0,0,3388.191362,0,0,48599.17825,0,2.535389696,0,30284.00488,0,0,1227.040138,-6741.131917,103088.9432,92327.01265,-59110.26324,130414.5086,-51424.86504,-3437.712994,66740.39408,81194.74893,0,330406.6214,88112.5584,-4375.648145,96055.81855,-51599.53036,41678.87273,2744803.568,0.0000058
27-06-2022,brand15,0,0,0,0,0,0,0,0,0,2.552900778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129584.8676,-5489.377538,36244.52142,66549.62826,-53291.05664,261520.1483,-47052.34897,-31866.3992,53994.88544,82972.0894,-199.5384901,285636.9888,62656.19924,-19270.265,65522.64173,-63002.29228,175443.5312,2844414.321,4825.47788
27-06-2022,brand18,0,0,0,0,0,0,60.9663903,1474.946187,0,0,0,705.9608773,605.319006,0,0,0,0,329.8555286,0,0.196780048,4288.302405,175.14845,0,0,0,0,0,2883.242702,0,0.749156596,0,4175.951321,0,0,2558.730833,-3262.980311,75022.56459,52232.84898,-29136.24601,-58353.32523,-27312.4528,-613.3215637,35599.17513,28703.08629,0,144589.4769,39072.64818,-979.4814654,54914.5472,-41109.07946,0,1191004.628,67777.30487
27-06-2022,brand19,0,0,0,0,10532.64406,0,0,1267.420225,0,9419.475612,0,0,1568.123587,0,0,0,0,0,0,242.5721205,9446.72112,0,0,0,5589.199308,0,0,16568.11111,0,213.19899,703.528899,12905.46599,0,341.8450181,100.5792563,-14539.71015,180332.4158,158850.5373,-128712.5416,16307.12395,-165667.8937,-19707.25774,119360.5536,357553.2457,-2919.988245,537398.2734,146432.1991,-25186.32528,160565.6566,-277099.9316,769155.3362,4817105.522,188499.8064
27-06-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8519.776789,0,96355.93649,-83861.58703,763720.9345,0,0,79036.45308,141048.4386,0,383331.492,92652.30941,0,95987.36397,-63473.70508,286440.5611,3699249.924,0.000000338
27-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13293.74231,278232.4144,154851.5533,-115512.3048,-1906.959331,-139130.1155,-9791.824473,115269.6239,247517.422,-3517.38562,465897.8124,136193.7742,-1876.097718,154797.8287,-172287.5997,777108.487,4727473.264,0.000000845
27-06-2022,brand8,0,0,21.30382993,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86975049,0,0,0.78152092,0,413.2538702,0,0,0,0,0,0,0,119.9827942,0,0,0,0,165.5239198,-2847.517571,-61174.79272,56834.87802,-23727.90939,-71091.00409,-25082.31763,-3464.7609,32037.6191,35670.79817,-164.5069594,133418.4247,36778.72098,-4673.598683,59834.25423,-41670.87197,27117.93302,978151.7774,165718.0716
04-07-2022,brand0,0,0,7974.999129,0,88263.85406,0,821.8559956,4993.571339,0,29412.55449,0,1950.718476,0,0,0,2098.386099,1005.505729,535.7482942,0,1396.330498,95171.20904,51390.14418,0,0,9407.053124,12452.28767,0,16228.78641,0,4884.65086,0,23470.71921,0,2606.929164,74692.42498,-42198.87412,476609.9972,324316.9881,-319784.6145,-54557.60165,-421854.2456,-72325.34324,242414.8346,231843.7476,-6412.305904,1133872.138,319776.2215,-81921.81731,334462.9764,-112907.678,2997775.24,8521930.503,2307024.686
04-07-2022,brand1,0,0,0,0,0,0,1375.117438,0,0,0,0,13.80610896,0,0,0,0,194.4406198,0,0,6567.072248,412.6071581,522.4951673,0,0,0,0,0,0,0,7063.626961,0,0,0,0,1444.161925,-10884.08593,314542.2415,113894.5469,-61933.05013,-33358.41271,-58198.57402,-4676.335104,73826.92246,55062.15666,-2531.449287,319855.9042,88246.44433,-1029.190933,117336.7926,-44608.9155,0,2742207.798,413411.5551
04-07-2022,brand10,0,0,0,0,268.9843601,0,0.310792329,120.4534975,36.94236795,180.94451,0,21.94475849,126.3420056,0,0,0,0,0,0,0.572419084,602.2548659,375.3499817,0,0,278.3312108,31.35871447,0,2090.99372,0,2.314296961,13.94723452,732.5178841,0,0,136.4153239,-4646.287762,80014.26057,37803.14405,-29987.41213,7497.327696,-27747.55632,-4517.734376,29095.12836,14843.10186,-609.7883865,145632.7258,36987.03255,-2834.317732,39380.4603,-11599.15416,29276.3951,1506991.573,-865.3014194
04-07-2022,brand11,0,0,7943.091368,0,12430.11966,0,31.11676406,1075.869937,0,1857.709363,0,0,1028.680966,0,0,0,0,0,0,4.05734381,27.02801323,3774.21961,2393.124756,0,1480.798233,2992.57602,0,5265.288167,0,1.999972414,215.5141078,6922.515737,0,0,674.0710449,-2126.510078,37361.26571,18765.20359,-12727.18167,-48758.40141,-11447.13269,-10596.30212,15060.30509,9010.113989,-926.2550653,76806.31648,18422.9282,-7243.462301,19563.62382,-9442.776848,12496.28481,646177.0075,6752.90294
04-07-2022,brand12,0,0,1484.169282,0,4610.552413,0,79.04278958,480.7681687,1.052914821,98.214007,0,567.0234435,2375.390863,0,0,0,0,67.83822975,0,1.223789097,1974.54358,234.3982772,0,0,515.9451008,180.0649648,0,11259.85591,0,0,0,1893.167925,0,0,4306.6102,-3313.116987,43430.76583,31292.76882,-21287.732,-99068.99285,-15719.64579,-8084.080214,23130.84959,18814.93936,-85.08581919,108735.7862,28677.36816,-2142.256206,33164.95252,-6179.616996,11312.7649,937920.3885,182349.1221
04-07-2022,brand14,0,0,0,0,0,0,3.74612903,16540.78387,0,24181.35008,0,4018.448475,0,0,0,0,0,1299.894897,0,0.970347054,0,3379.584509,0,0,3491.07774,0,0,50079.75418,0,1.219236073,0,27804.11986,0,0,1150.015774,-9010.609824,94280.41338,87247.37663,-55858.14218,138973.6402,-48595.57825,-5987.927066,63068.47943,44587.69279,0,310873.3226,83264.79269,-6157.911706,90771.03154,-16622.55416,31653.57382,2597309.125,296506.8881
04-07-2022,brand15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129974.5854,-7480.866885,49270.99995,64117.51694,-51343.49081,246862.0667,-45332.78188,-19673.93135,52021.5976,62303.99807,0,273476.586,60366.37651,-21095.19724,63128.06249,-46033.58704,143756.4777,2763860.308,-73653.00153
04-07-2022,brand18,0,0,0,0,0,0,54.03639416,1836.019207,0,0,0,781.2539895,709.6182817,0,0,0,0,335.7609431,0,0.45936546,3913.64527,45.59334961,0,0,0,0,0,3014.074447,0,0.795612844,0,4516.110115,0,0,2970.646397,-4446.542412,66647.94575,50321.54141,-28070.09073,-44443.68989,-26313.03387,-232.8308315,34296.52796,15350.32324,0,138407.6009,37642.89948,-1990.924672,52905.11077,-26391.95722,0,1147646.752,140443.2926
04-07-2022,brand19,0,0,0,0,9229.014202,0,0,1091.268978,0,8486.428317,0,0,1413.281141,0,0,0,0,0,0,217.5821778,5009.411427,0,0,0,5272.909692,0,0,15374.55082,0,190.1497392,668.8131189,11073.70122,0,321.2442971,64.91655913,-18908.1853,165947.2493,146044.4388,-118336.0864,-43931.8091,-152312.1985,-14598.09401,109738.0302,208345.0704,-3513.702916,493236.0755,134627.2333,-17718.05652,147621.2898,-171554.9033,544452.1454,4420872.944,1062919.655
04-07-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12023.8932,0,96138.55828,-83672.39598,761997.9863,0,0,78858.14749,139178.4175,0,378634.2811,92443.28656,0,95770.81726,-59035.3414,244730.8105,3714240.508,78807.89726
04-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16936.25296,258471.8918,139472.2724,-104040.0519,-1080.344715,-125312.2294,-6290.294145,103821.4731,68236.69861,-5262.745158,420008.7151,122667.5146,-1641.172332,139423.8835,-24051.8794,493104.421,4258392.42,517361.1422
04-07-2022,brand8,0,0,21.56910288,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99145793,0,0,1.319609351,0,390.0426387,0,0,0,0,0,0,0,23.03754731,0,0,0,0,137.1784441,-3862.2397,-66216.31286,54499.18134,-22752.78283,-71615.20847,-24051.53006,-3268.582377,30720.99517,24076.23421,-467.4262629,127205.4413,35267.25585,-4304.900747,57375.29464,-27637.88272,20978.51511,934877.99,248311.2586
