date,hierarchy,paid_media_digital_video_other_spend_usd,paid_media_digital_social_snapchat_spend_usd,paid_media_digital_search_bing_spend_usd,paid_media_digital_mobile_other_spend_usd,paid_media_digital_display_warner_spend_usd,owned_media_digital_video_youtube_views,paid_media_digital_video_twitch_spend_usd,paid_media_traditional_flex_television_spend_usd,paid_media_digital_video_hulu_spend_usd,paid_media_traditional_cinema_spend_usd,owned_media_digital_social_facebook_impressions,paid_media_traditional_fixed_television_spend_usd,paid_media_digital_search_google_spend_usd,paid_media_digital_social_pinterest_spend_usd,paid_media_digital_video_google_spend_usd,paid_media_digital_social_meta_spend_usd,paid_media_digital_display_the_trade_desk_spend_usd,paid_media_retail_spend_usd,paid_media_digital_video_the_trade_desk_spend_usd,owned_media_digital_social_instagram_impressions,paid_media_digital_social_x_twitter_spend_usd,paid_media_digital_audio_other_spend_usd,paid_media_digital_social_tiktok_spend_usd,paid_media_digital_display_other_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_digital_audio_spotify_spend_usd,paid_media_digital_video_connected_ott_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_digital_video_roku_spend_usd,paid_media_digital_audio_pandora_spend_usd,paid_media_digital_search_other_spend_usd,paid_media_traditional_print_spend_usd,paid_media_digital_social_other_spend_usd,paid_media_traditional_radio_spend_usd,paid_media_traditional_ooh_spend_usd,competitor_paid_media_digital_social_spend_usd,commercial_execution_socvi_nartd_percentage,commercial_execution_sovi_ssd_percentage,competitor_paid_media_digital_internet_spend_usd,bottler_promo_spend_usd,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,weather_population_weighted_average_temperature_celsius,macroeconomics_consumer_price_index_seasonally_adjusted,commercial_execution_total_ko_cde,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,average_selling_price_vs_competitor_average_selling_price_ratio,competitor_paid_media_traditional_television_spend_usd,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,weather_population_weighted_average_precipitation_mm,macroeconomics_yoy_percentage_change_in_real_private_consumption,average_selling_price_relative_to_12_week_moving_average_ratio,varying_intercept,holiday_effect
21-03-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89212E-07,0,0,0,0,0,0,0,-0.00058228,0.001684314,0.002103848,-0.00022867,0.000354057,-0.000597621,0.003596829,-0.002215532,0.002085403,-0.002176149,-0.000959459,-0.000174334,0.007250588,-0.000316941,0.001630094,-0.002165937,0.024920388,8.10187E-14
28-03-2022,brand0,0.000261367,0,0,0,0,0,0,0.000733099,0,0.000611656,1.56128E-05,0,0,0,0,0.000278835,0,0,0,9.71775E-06,3.13967E-05,0.000231628,0,0.000713224,0.000178878,0,0.000113254,1.73227E-05,0,0,0,2.3413E-05,0.000195769,5.91875E-05,0.000392988,-0.00324447,0.007901354,0.0067102,-0.001850134,0.013746503,0.002194934,0.00946013,-0.010916439,0.006939573,-0.011377171,-0.001297835,-0.00317515,0.038762431,-0.00177898,0.002022239,-0.009881509,0.09604521,1.50772E-19
28-03-2022,brand1,0,0,0,0,0,0,0,0.000294336,0,5.622E-05,5.05489E-06,0,0,0,0,0,0,0,0,6.98272E-06,0,1.87221E-05,0,7.14602E-05,0,0,0,8.75212E-06,0,0,0,0,3.51595E-07,4.17905E-05,5.09099E-05,-1.38751E-06,0.002141705,0.001863611,-1.61535E-05,0,0.001955013,0.002557951,-0.00216905,0.001901592,-0.001735725,-0.000334671,-3.60838E-06,0.009192588,-0.000450389,0.000626028,-0.002087019,0.02249049,2.53825E-12
28-03-2022,brand10,1.12737E-05,8.90394E-06,0,0,0,0,0,2.4353E-06,0,1.87799E-05,1.03147E-06,0,2.84283E-06,0,0,1.83938E-05,0,0,0,9.67906E-08,1.2691E-05,3.59618E-06,0,1.09474E-05,1.01759E-05,4.9479E-06,3.28744E-06,7.41809E-08,0,0,0,0,3.18523E-06,0,7.01373E-09,-2.49832E-05,0.000624348,0.00049963,-4.97778E-06,9.12736E-05,0.000274608,0.00100697,-0.000890184,0.000515241,-0.00064782,-8.3902E-06,-2.83772E-06,0.002214774,-0.000144458,0.000164934,-0.000824848,0.00535087,6.41737E-12
28-03-2022,brand11,0.000152014,0,0,0,0,0,0,0,0,0,0,0,2.23252E-05,0,0,0.00016202,0,0,0,3.87267E-07,0.000105913,0,0,0,5.23199E-05,0,0,4.3717E-07,0,0,0,0,0,0,0,-0.001052229,0.005791942,0.00417975,-0.000939611,0.000747593,0.003078132,0.007196902,-0.007416287,0.004334594,-0.005324189,-0.009221067,-0.000106956,0.019473442,-0.001244252,0.001143797,-0.007181842,0.015116328,5.86646E-05
28-03-2022,brand12,0,0,0,0,0,0,0,0,0,3.06496E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26534E-05,0.000934062,0.000833844,-2.30618E-05,6.64864E-05,0.000270043,0.001149986,-0.000829978,0.000840138,-0.00055929,-0.001189298,0,0.002465346,-0.000188574,0.000310424,-0.000811691,0.008791913,1.66083E-07
28-03-2022,brand14,0,0,0,0,0,0,0,0,0,0,7.00884E-07,0,0,0,0,0,0,0,0,2.07414E-07,0,0,0,0,0,0,0,3.91413E-08,0,0,1.74991E-05,0,0,0,6.71265E-06,-0.00018587,0.003880258,0.003722917,-9.00558E-05,0.000301123,0.000502012,0.005016211,-0.004216171,0.003744184,-0.003299301,0.001379721,-2.33501E-05,0.013037558,-0.000946857,0.002135717,-0.003986551,0.075428042,5.28858E-16
28-03-2022,brand15,0,0,0,0,0,8.32979E-07,0,0.000621875,0,0,9.05168E-06,0,0,0,0,0,0,0,0,4.11E-07,0,0,0,9.97073E-05,0,0,0,2.63362E-06,0,0,0,0,0,0,0,-0.00042422,0.002309628,0.002066542,-0.000371387,0.000890696,0.000398622,0.004549666,-0.00277787,0.002092663,-0.002266251,0.002226402,0,0.008539455,-0.000577086,0.00071605,-0.002656292,0.033793448,1.44996E-12
28-03-2022,brand18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62802E-05,0,0,0,0,0,0,7.39882E-05,0,4.76229E-05,0,1.74005E-05,-7.65341E-05,0.003865437,0.003492224,-8.2823E-05,0,0.001190768,0.004861649,-0.004130173,0.003520461,-0.003447605,-0.000811572,-2.16973E-05,0.014524956,-0.000844035,0.001555927,-0.003946108,0.048943834,1.98111E-15
28-03-2022,brand19,4.64684E-05,0,0,0,0,0,0,8.99535E-05,0,0,0,0,0,0,0,0,0,0,0,9.12569E-06,0,0,0,0,2.46705E-05,0,0,0.000251019,0,0,0,0,0,0,0,-0.001233601,0.003791819,0.003629943,-0.000617034,0.002974297,0.000957621,0.004955596,-0.004599268,0.003737681,-0.00511732,-0.000457537,-0.000358128,0.020115664,-0.000933672,0.001152576,-0.004529048,0.050771464,8.25488E-18
28-03-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003470183,0.002933549,0,0.001639989,0,0.004330933,-0.005160874,0.003005287,0,0.009827072,0,0.011190774,-0.000833239,0.001003178,-0.004804477,0.047024866,1.31061E-16
28-03-2022,brand4,0,0,0,0,0,0,0,0,0,0,1.17836E-05,0,0,0,0,0,0,0,0,2.27876E-07,0,0,0,0,0,0,0,4.28468E-07,0,0,0,0,0,0,0,-1.33488E-07,0.003794225,0.003231191,-1.77698E-05,0.003226332,0.001521117,0.005458507,-0.005143244,0.00328871,-0.005243256,-0.000405709,-1.57892E-05,0.019504053,-0.000876481,0.000977006,-0.004829048,0.052162579,4.14546E-16
28-03-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42313E-07,0,0,0,0,0,0,0,-0.000229654,0.001021163,0.000850345,-0.000100232,0.000145301,-0.000239063,0.001630291,-0.000899257,0.000862132,-0.000879568,-0.000394216,-3.88706E-05,0.002930583,-0.000195883,0.000289159,-0.000869533,0.009814782,8.12149E-12
04-04-2022,brand0,0.000276291,0,0,0,0,0,0,0.000725946,0,0.000672562,5.95545E-06,0,0,0,0,0.000306169,0,0,0,4.90007E-05,2.22989E-05,0.000227113,0,0.000732749,0.000162158,0,0.000117136,2.46007E-05,0,0,0,1.93523E-05,0.000131917,4.82608E-05,0.000376802,-0.00326228,0.007470273,0.006344106,-0.002746568,0.013028086,0.002195544,0.008421272,-0.010320862,0.006560965,-0.01069415,-0.000656848,-0.003623154,0.035657919,-0.001822866,0.00191191,-0.009233948,0.091388563,3.75072E-14
04-04-2022,brand1,0,0,0,0,0,0,0,0.00018821,0,2.27762E-05,1.50906E-06,0,0,0,0,0,0,0,0,2.63419E-05,0,7.59649E-06,0,4.6995E-05,0,0,0,9.64905E-06,0,0,0,0,1.04463E-07,1.66833E-05,1.84241E-05,-2.35077E-07,0.001563613,0.001360582,-3.57232E-06,0,0.001402144,0.001849799,-0.001583577,0.001388312,-0.001277534,-0.000161255,-1.99289E-06,0.006711313,-0.000356374,0.00045705,-0.001502457,0.016331384,1.11624E-09
04-04-2022,brand10,4.43983E-05,3.50434E-05,0,0,0,0,0,5.06446E-06,0,7.39435E-05,1.45198E-06,0,1.11942E-05,0,0,7.24495E-05,0,0,0,2.18809E-07,4.99624E-05,8.06601E-06,0,4.89722E-05,4.0067E-05,1.94963E-05,1.29644E-05,1.25258E-07,0,0,0,0,1.2537E-05,0,0,-0.000127787,0.002458098,0.001967076,-2.88881E-06,0.000349939,0.00101033,0.002659184,-0.003504709,0.002028538,-0.002550506,-0.000148674,-1.31817E-06,0.008719704,-0.000616399,0.000649355,-0.003257029,0.022732279,5.7539E-09
04-04-2022,brand11,4.07398E-05,0,0,0,0,0,0,0,0,0,0,0,6.38721E-06,0,0,7.98869E-05,0,0,0,3.03431E-07,5.21222E-05,0,0,0,1.28492E-05,0,0,2.26889E-07,0,0,0,0,0,0,0,-0.000647098,0.002841471,0.002050545,-0.000559545,0.000352523,0.001378411,0.003386096,-0.003638359,0.00212651,-0.002611996,-0.004569876,-6.07576E-05,0.009553483,-0.000661571,0.000561136,-0.003510505,0.009410204,0.000141871
04-04-2022,brand12,0,0,0,0,0,0,0,0,0,5.48992E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.53819E-05,0.001672427,0.001492987,-0.00010822,0.000124318,0.000416099,0.001806971,-0.001486065,0.001504255,-0.001001402,-0.002121765,0,0.00442027,-0.000365933,0.000555809,-0.001440451,0.015931219,1.47304E-06
04-04-2022,brand14,0,0,0,0,0,0,0,0,0,0,3.32419E-07,0,0,0,0,0,0,0,0,9.90719E-08,0,0,0,0,0,0,0,3.22103E-08,0,0,1.09607E-05,0,0,0,5.71554E-06,-0.000172033,0.002593936,0.002488754,-2.87352E-06,0.000209568,0.000259987,0.003393892,-0.002818492,0.002502971,-0.00215977,0.000763443,0,0.008888254,-0.000686012,0.001427718,-0.002675121,0.048752339,4.7693E-12
04-04-2022,brand15,0,0,0,0,0,6.99494E-07,0,0.000695585,0,0,7.14674E-06,0,0,0,0,0,0,0,0,1.4791E-07,0,0,0,0.000135751,0,0,0,1.36042E-06,0,0,0,0,0,0,0,-0.000651637,0.002938458,0.002629189,-0.00053905,0.00112931,0.000530453,0.005098622,-0.003534186,0.002662421,-0.002883271,0.002823281,0,0.010864447,-0.000795731,0.000911006,-0.003381275,0.043907898,1.42592E-09
04-04-2022,brand18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3296E-05,0,0,0,0,0,0,4.53171E-05,0,1.73805E-05,0,4.92046E-06,-5.74104E-05,0.00246205,0.002224336,-2.51799E-06,0,0.000721253,0.003288997,-0.002630671,0.002242321,-0.002195917,-0.000567789,0,0.009159094,-0.00058265,0.000991032,-0.002490885,0.030504699,7.19608E-12
04-04-2022,brand19,6.5655E-05,8.25294E-05,0,0,0,0,0,0.000184663,0,0,0,0,0,0,0,6.1241E-05,0,0,0,3.86594E-05,7.95919E-05,0,0,0,2.90809E-05,0,0,0.000125358,0,0,0,0,0,0,0,-0.00140247,0.004810952,0.004605569,-0.001134282,0.003859209,0.001291229,0.005639285,-0.00583542,0.004742263,-0.006406611,-0.000319181,-0.001096364,0.025352934,-0.001283887,0.001462356,-0.005696723,0.065214296,4.20807E-13
04-04-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003487682,0.002948341,0,0.001443691,0,0.004067163,-0.005186898,0.003020442,0,0.009876626,0,0.011357776,-0.000907617,0.001008237,-0.00454209,0.047162532,2.88772E-12
04-04-2022,brand4,0,0,0,0,0,0,0,0,0,0,6.81361E-06,0,0,0,0,0,0,0,0,1.13397E-07,0,0,0,0,0,0,0,2.29188E-07,0,0,0,0,0,0,0,-3.68837E-07,0.003626341,0.003088219,-3.95275E-06,0.003173322,0.001565819,0.004974668,-0.004915669,0.003143194,-0.005011256,-0.000166354,-0.000222583,0.0185395,-0.000907897,0.000933776,-0.00456497,0.05098844,6.42591E-12
04-04-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57204E-07,0,0,0,0,0,0,0,-0.000463923,0.00219918,0.001831305,-0.000257892,0.000334346,-0.000445726,0.002718698,-0.001936644,0.001856691,-0.001894241,-0.000761566,-6.68296E-05,0.006311313,-0.000457205,0.000622734,-0.001857264,0.021862494,5.65298E-09
11-04-2022,brand0,0.000250062,0,0,0,0,0,0,0.000651647,0,0.000623465,2.74209E-05,0,0,0,0,0.00028345,0,0,0,1.07149E-05,1.51068E-05,0.000204037,0,0.00066082,0.000140753,0,0.0001042,1.69326E-05,0,0,0,1.53569E-05,0.000105747,4.01098E-05,0.000335669,-0.002873894,0.006580912,0.005588819,-0.00241958,0.012605583,0.001964259,0.008930372,-0.009092129,0.00577986,-0.009420976,-0.000503891,-0.002122665,0.03152211,-0.0014954,0.001684291,-0.007813234,0.080868829,2.65329E-08
11-04-2022,brand1,0,0,0,0,0,0,0,0.000307222,0,2.93406E-05,1.3108E-05,0,0,0,0,0,0,0,0,1.14148E-05,0,1.01342E-05,0,7.46885E-05,0,0,0,1.27447E-05,0,0,0,0,7.31755E-08,2.19427E-05,1.80994E-05,-3.98889E-07,0.002653215,0.002308702,-6.06169E-06,0,0.002310995,0.003402907,-0.002687091,0.002355756,-0.002167782,-0.000496788,-4.9406E-06,0.011388081,-0.000563122,0.000775544,-0.002454922,0.028010353,4.15117E-06
11-04-2022,brand10,2.62079E-05,2.06672E-05,0,0,0,0,0,3.84035E-07,0,4.3638E-05,5.94665E-07,0,6.60722E-06,0,0,4.27824E-05,0,0,0,1.97192E-07,2.94866E-05,3.5846E-06,0,3.05331E-05,2.36465E-05,1.15174E-05,7.66166E-06,9.86911E-08,0,0,0,0,7.3988E-06,0,0,-7.54411E-05,0.00145118,0.001161297,-1.70546E-06,0.000208138,0.000615428,0.002017245,-0.002069065,0.001197582,-0.001505735,-8.97717E-05,-9.2244E-07,0.005147827,-0.000338873,0.000383358,-0.001918527,0.013599021,3.00115E-06
11-04-2022,brand11,2.188E-05,0,0,0,0,0,0,0,0,0,0,0,3.88799E-06,0,0,6.53979E-05,0,0,0,1.15721E-06,4.2608E-05,0,0,0,6.02624E-06,0,0,6.95228E-07,0,0,0,0,0,0,0,-0.000528602,0.002321146,0.001675053,-0.000457082,0.00028372,0.001110102,0.003367804,-0.002972109,0.001737107,-0.002133692,-0.00387717,-6.32386E-05,0.007804067,-0.000503255,0.000458382,-0.002890976,0.009379984,0.000788185
11-04-2022,brand12,0,0,0,0,0,0,0,0,0,3.51024E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45766E-05,0.001069025,0.000954326,-6.91747E-05,7.61547E-05,0.00026145,0.001436903,-0.000949901,0.000961529,-0.00064152,-0.001314321,-2.95286E-05,0.002852704,-0.000217819,0.000355276,-0.000907038,0.010180063,1.01989E-05
11-04-2022,brand14,0,0,0,0,0,0,0,0,0,0,5.24418E-06,0,0,0,0,0,0,0,0,8.08851E-08,0,0,0,0,0,0,0,4.39297E-08,0,0,1.25086E-05,0,0,0,6.17752E-06,-0.000173817,0.002620833,0.002514561,-2.90332E-06,0.000240786,0.000256625,0.003992422,-0.002847718,0.002528925,-0.002178938,0.000911478,0,0.009048227,-0.000645453,0.001442522,-0.002658701,0.047895094,2.08563E-07
11-04-2022,brand15,0,7.14278E-06,0,0,0,5.10513E-07,0,0.00039871,0,0,2.23174E-06,0,0,0,0,0,0,0,0,5.19991E-08,0,0,0,0.00012775,0,0,0,5.86358E-07,0,0,0,0,0,0,0,-0.000590641,0.002663405,0.002383085,-0.000488592,0.001039609,0.000345076,0.005482541,-0.003203371,0.002413207,-0.002613384,0.002548208,0,0.009906673,-0.000671641,0.000825731,-0.003064227,0.040157556,3.17084E-06
11-04-2022,brand18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62601E-05,0,0,0,0,0,0,5.57634E-05,0,1.62499E-05,0,3.37264E-06,-7.15232E-05,0.003067279,0.002771129,-3.13696E-06,0,0.000998688,0.004443981,-0.003277351,0.002793536,-0.002735724,-0.000796071,0,0.011357081,-0.000675954,0.00123465,-0.00306594,0.037922648,1.19975E-07
11-04-2022,brand19,0.000167054,7.22878E-05,0,0,0,0,1.07778E-05,0.000144262,0,0,0,0,0,0,0,5.3314E-05,0,0,0,5.39415E-06,6.59023E-05,0,0,0,1.96791E-05,0,3.22267E-05,5.13835E-05,0,0,0,0,0,0,0,-0.000952235,0.003266491,0.003127042,-0.000770144,0.002811179,0.000876673,0.004821124,-0.003962074,0.003219854,-0.004349896,-0.00041317,-0.000869658,0.017232408,-0.000811765,0.000992896,-0.003788966,0.044304963,4.68734E-08
11-04-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003301535,0.00279098,0,0.001297032,0,0.004573636,-0.004910059,0.002859233,0,0.009349484,0,0.010791017,-0.000800083,0.000954425,-0.004591446,0.044497636,1.62867E-07
11-04-2022,brand4,0,0,0,0,0,0,0,0,0,0,6.8118E-06,0,0,0,0,0,0,0,0,6.52173E-08,0,0,0,0,0,0,0,1.50272E-07,0,0,0,0,0,0,0,-5.83694E-07,0.00573878,0.004887188,-6.25533E-06,0.005365725,0.002470948,0.008296776,-0.007779176,0.004974187,-0.007930445,-2.95343E-06,-0.000533047,0.029339246,-0.001337952,0.001477725,-0.006958056,0.083292927,5.33431E-07
11-04-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06605E-07,0,0,0,0,0,0,0,-0.000322047,0.001526633,0.001271261,-0.000179024,0.000246689,-0.000291043,0.002378499,-0.001344385,0.001288883,-0.00131495,-0.000245873,-0.000166098,0.004381206,-0.000295555,0.000432291,-0.001181476,0.01509589,2.92902E-06
18-04-2022,brand0,0.000331286,0,0,0,0,0,6.99769E-05,0.000861287,0,0.000837128,1.80961E-05,0,0,0,0,0.000381449,0,0,0,3.1851E-05,1.47348E-05,0.000269839,0,0.000877753,0.000182032,0,0.000136175,5.38883E-05,0,0,0,1.84026E-05,0.000131204,5.02111E-05,0.000442258,-0.003753335,0.008594738,0.007299054,-0.003159996,0.015134344,0.002627822,0.012043368,-0.011874412,0.007548556,-0.01230389,-0.000328287,-0.004569484,0.041168194,-0.001542012,0.002199701,-0.010284567,0.106633454,0.006860814
18-04-2022,brand1,0,0,0,0,0,0,0,0.000126662,0,9.76932E-06,2.81937E-06,0,0,0,0,0,0,0,0,1.05058E-05,0,3.59994E-06,0,3.06274E-05,0,0,0,1.31938E-05,0,0,0,0,2.02592E-08,7.76928E-06,5.63165E-06,-1.67648E-07,0.001115113,0.000970319,-2.54765E-06,0,0.000968956,0.001759519,-0.001129351,0.000990095,-0.000911092,-0.000175346,-1.19864E-06,0.004786269,-0.000186867,0.000325952,-0.001038799,0.011554252,0.003028742
18-04-2022,brand10,1.86357E-05,1.46813E-05,0,0,0,0,0,0,0,3.10244E-05,3.39233E-07,0,4.69827E-06,0,0,3.04405E-05,0,0,0,3.35434E-08,2.09676E-05,1.96553E-06,0,2.25363E-05,1.6812E-05,8.19833E-06,5.45274E-06,1.67784E-08,0,0,0,0,5.26211E-06,0,0,-5.36807E-05,0.001032598,0.000826329,-1.21353E-06,0.000149123,0.000438335,0.001638819,-0.001472259,0.000852148,-0.001071417,-4.18918E-05,0,0.003673965,-0.000190384,0.000272781,-0.001368712,0.009809716,0.002692397
18-04-2022,brand11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239042,0,0,0,0,0,0,0,0,0,-0.000239042,0
18-04-2022,brand12,0,0,0,0,0,0,0,0,0,7.90213E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2283E-05,0.000240594,0.00021478,-1.55684E-05,2.0112E-05,5.42752E-05,0.000455765,-0.000213784,0.000216401,-0.00014438,-0.000292836,-6.16109E-05,0.000646331,-3.87058E-05,7.99583E-05,-0.000206722,0.002192278,0.000614096
18-04-2022,brand14,0,0,0,0,0,0,0,0,0,0,6.44684E-07,0,0,0,0,0,0,0,0,3.78471E-08,0,0,0,0,0,0,0,2.57012E-08,0,0,7.14449E-06,0,0,0,3.50988E-06,-9.48418E-05,0.001430035,0.001372048,-1.58417E-06,0.000118624,0.00017005,0.002677677,-0.001553832,0.001379886,-0.001188918,0.000549381,-6.21116E-06,0.004937085,-0.000278071,0.000787099,-0.001447309,0.025065378,0.002144421
18-04-2022,brand15,0,5.36331E-06,0,0,0,2.45714E-07,0,0.000166113,0,0,8.43462E-07,0,0,0,0,0,0,0,0,5.58935E-08,0,0,0,7.43851E-05,0,0,0,2.53524E-07,0,0,0,0,0,0,0,-0.000334983,0.001510553,0.001351569,-0.000277106,0.000594774,0.000136195,0.003893187,-0.001816795,0.001368653,-0.001482184,0.001474406,-0.000323919,0.005672618,-0.00030076,0.000468314,-0.001757589,0.02245338,0.004273523
18-04-2022,brand18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59941E-05,0,0,0,0,0,0,3.64154E-05,0,8.29197E-06,0,1.7402E-06,-4.707E-05,0.002018602,0.001823703,-2.06446E-06,0,0.000619298,0.003464548,-0.002156852,0.001838449,-0.001800403,-0.000459221,0,0.00747419,-0.000351235,0.000812534,-0.002033811,0.024390046,0.001791868
18-04-2022,brand19,0.000231013,9.04509E-05,0,0,0,0,1.62406E-05,0.000176646,0,0,0,0,0,0,0,6.65834E-05,0,0,0,7.39936E-06,8.12616E-05,0,0,0,2.28112E-05,0,4.66407E-05,4.5551E-05,0,0,0,0,0,0,0,-0.001096816,0.003762455,0.003601833,-0.000887077,0.00296006,0.001068054,0.005774541,-0.004563651,0.003708737,-0.005010358,-0.000220613,-0.001610751,0.019848873,-0.00073825,0.001143651,-0.004364291,0.051488108,0.003834376
18-04-2022,brand3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001821046,0.001539437,0,0.00073924,0,0.003024243,-0.002708269,0.001577083,0,0.005156948,0,0.006047666,-0.000348437,0.000526437,-0.002504034,0.024149616,0.002334747
18-04-2022,brand4,0,0,0,0,0,0,0,0,0,0,1.51272E-06,0,0,0,0,0,0,0,0,3.13632E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78648E-07,0.004705983,0.00400765,-5.12957E-06,0.003758518,0.001956084,0.007511052,-0.006379172,0.004078992,-0.006503217,6.44563E-05,-1.89791E-05,0.024059117,-0.000866274,0.001211782,-0.005821099,0.069429663,0.008426651
18-04-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48218E-08,0,0,0,0,0,0,0,-0.000211458,0.001002394,0.000834716,-0.000117548,0.000155112,-0.000239489,0.001840605,-0.000882729,0.000846286,-0.000863402,-0.000268385,-0.000202243,0.002876719,-0.000153223,0.000283844,-0.000817579,0.009781761,0.002072158
25-04-2022,brand0,0.000305078,0,0,0,0,0,0.000117951,0.000910768,0,0.000741561,1.64529E-05,0,0,0,0,0.000353686,0,0,0,7.03155E-05,9.17951E-06,0.000220826,0,0.000774311,0.000173898,0.00010189,0.000123656,0.000181543,0,0,0,3.23493E-06,0.000119797,4.39946E-05,0.000420024,-0.00341,0.007808537,0.006631375,-0.002870937,0.012928303,0.002275146,0.012061136,-0.010788203,0.006858054,-0.011178395,-0.000560742,-0.004828575,0.037402345,-0.001667435,0.001998484,-0.009907547,0.097219398,5.18426E-10
25-04-2022,brand1,0,0,0,0,0,0,0,0.000180501,0,1.68886E-05,6.29448E-06,0,0,0,0,0,0,0,0,5.78528E-05,0,6.2477E-06,0,3.81042E-05,0,0,0,0.000108639,0,0,0,0,5.76124E-07,1.40035E-05,9.5042E-06,-3.724E-07,0.002477023,0.002155388,-5.65915E-06,0,0.002050876,0.003741558,-0.002508649,0.002199317,-0.002023826,-0.000333238,-3.55786E-06,0.010631833,-0.000494047,0.000724043,-0.002438179,0.026159633,3.44469E-07
25-04-2022,brand10,2.84412E-05,2.28582E-05,0,0,0,0,0,0,0,4.46184E-05,3.9003E-06,0,7.3229E-06,0,0,4.7479E-05,0,0,0,3.58703E-07,3.26835E-05,2.2941E-06,0,3.38174E-05,2.46951E-05,1.19434E-05,8.50162E-06,6.25234E-08,0,0,0,3.01202E-05,8.20547E-06,0,5.01639E-05,-8.37622E-05,0.001611246,0.001289388,-1.89357E-06,0.000244974,0.00070701,0.002546538,-0.002297283,0.001329675,-0.001671817,-0.000164591,-7.95675E-07,0.005766565,-0.000353578,0.000425643,-0.002123513,0.015905507,3.84162E-07
25-04-2022,brand11,1.74442E-05,0,0,0,0,0,0,0,0,0.000199308,0,0,1.57587E-05,0,0,9.12428E-05,0,0,0,7.71219E-07,5.92874E-05,0,0,0,4.75162E-06,0,0,7.00618E-07,0,0,0,0,0,0,0,-0.000734667,0.003225997,0.002328039,-0.000635267,0.000429143,0.001346101,0.005420621,-0.004130726,0.002414283,-0.00299205,-0.005329417,-0.00090939,0.010846323,-0.000657291,0.000637072,-0.003987241,0.017871834,0.000703619
25-04-2022,brand12,0,0,0,0,0,0,0,0,0,2.74752E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64715E-05,0.000910266,0.000812601,-5.89017E-05,6.26942E-05,0.000208504,0.001455874,-0.000808833,0.000818734,-0.000546249,-0.001085542,-0.000235965,0.002445337,-0.000174295,0.000302515,-0.00077602,0.008719959,4.08093E-06
25-04-2022,brand14,0,0,0,0,0,0,0,0,0,0,9.84293E-07,0,0,0,0,0,0,0,0,8.62935E-08,0,0,0,9.66471E-07,0,0,0,6.40669E-07,0,0,1.74714E-05,0,0,0,9.28405E-06,-0.000243633,0.003673531,0.003524572,-4.06948E-06,0.000282194,0.000643299,0.006140161,-0.003991547,0.003544706,-0.003054141,0.001283194,-3.94594E-07,0.012682583,-0.000850192,0.002021933,-0.003722574,0.063916341,1.12381E-08
