date,hierarchy,owned_media_digital_social_linkedin_impressions,owned_media_digital_social_instagram_impressions,paid_media_digital_social_pinterest_spend_usd,paid_media_traditional_radio_spend_usd,paid_media_traditional_fixed_and_flex_television_spend_usd,paid_media_traditional_other_spend_usd,paid_media_digital_social_tiktok_spend_usd,paid_media_traditional_cinema_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_digital_display_youtube_spend_usd,paid_media_digital_mobile_other_spend_usd,paid_media_digital_video_other_spend_usd,paid_media_digital_video_twitch_spend_usd,paid_media_digital_social_snapchat_spend_usd,paid_media_traditional_flex_television_spend_usd,paid_media_digital_audio_other_spend_usd,paid_media_traditional_ooh_spend_usd,paid_media_digital_other_other_spend_usd,paid_media_digital_audio_spotify_spend_usd,paid_media_digital_search_google_spend_usd,paid_media_digital_video_google_spend_usd,paid_media_digital_display_google_display_network_spend_usd,paid_media_digital_display_other_spend_usd,paid_media_retail_spend_usd,paid_media_digital_display_google_spend_usd,paid_media_digital_social_meta_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_digital_social_other_spend_usd,paid_media_digital_video_netflix_spend_usd,owned_media_digital_social_facebook_impressions,owned_media_digital_video_youtube_views,paid_media_digital_search_other_spend_usd,average_selling_price_vs_competitor_average_selling_price_ratio,average_selling_price_relative_to_12_week_moving_average_ratio,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,commercial_execution_sovi_ssd_percentage,competitor_paid_media_traditional_television_spend_usd,macroeconomics_yoy_percentage_change_in_real_private_consumption,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,weather_population_weighted_average_precipitation_mm,competitor_paid_media_digital_social_spend_usd,commercial_execution_total_ko_cde,commercial_execution_socvi_nartd_percentage,competitor_paid_media_digital_internet_spend_usd,weather_population_weighted_average_temperature_celsius,macroeconomics_consumer_price_index_seasonally_adjusted,varying_intercept,holiday_effect
13-06-2022,brand0,0,25234.51524,0,98293.7753,156728.596,0,0,18543.37194,78954.34053,0,0,59670.65408,0,0,0,0,14986.7416,0,0,0,0,0,57913.83387,0,0,106116.5451,43451.17935,33824.54892,0,21467.20324,29437.32393,79777.85149,-452317.2394,-340448.2379,1097275.353,630021.63,-316267.8793,759925.2675,-769998.8071,482809.1286,-133566.381,0,582920.6621,579768.761,0,720151.2313,-811607.6956,20185237.48,1.45351E-17
13-06-2022,brand1,0,55.16462779,0,0,110.5606342,0,0,0,46.78448303,0,0,29.38165265,0,0,0,0,101.0670503,0,0,0,0,0,27.70693088,0,0,49.68390682,72.64662029,54.97071038,0,28.25563415,19.05469275,22.87639433,-6729.424556,-1098.391056,933.3303098,1949.905942,-2.463508661,2366.446291,-2217.731924,-1699.164205,-345.5711949,0,2020.676757,1924.360898,0,1693.845805,-2085.674747,53331.95185,1.99866E-16
13-06-2022,brand13,0,15.02813426,0,0,0,0,0,0,2.708818552,0,0,0,0,0,0,0,0,0,0,0,0,0,83.78975243,0,0,110.2862117,30.20786743,4.663431169,0,6.663739437,0,220.1433602,-2341.590509,-13822.75739,7874.689808,4824.446992,0,5956.059761,-4245.249744,7348.717326,-1078.066642,0,4577.81709,4602.246109,0,5715.329369,-7283.618486,159216.8585,35.71249312
13-06-2022,brand19,0,7.223040853,0,0,626.4387467,0,0,0,1612.486743,0,0,1776.528904,0,0,0,5363.894583,5280.144352,0,0,0,0,0,1319.651791,0,0,2282.890367,108.1810845,1940.834127,0,63.01994545,0,498.6621573,2955.233305,-14529.43849,54342.22049,26933.20245,0,32178.25186,-44545.08817,3071.402658,-6858.860874,0,27161.31493,26537.36168,0,30478.4132,-38956.59707,896360.2477,44.88046999
13-06-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.981113,0,0,298.5963104,0,0,0,0,0,0,-23765.53989,-45708.79716,70212.75858,72963.31468,0,83277.89664,-54228.83224,47075.53015,-15881.17369,0,71230.83849,71226.53585,0,65413.24223,-110356.8932,2207018.906,-229.6984009
13-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188.0111283,-73.98669591,73.27573633,93.13915222,-0.127003954,108.2578583,-100.3018325,-109.173009,-16.87390409,0,94.5523079,102.1235074,0,276.0824886,-93.89321756,2050.43715,8.248590981
13-06-2022,brand8,0,147.1147336,0,0,12995.73501,0,0,0,5790.462993,0,0,1745.503085,0,0,0,0,9960.324206,0,0,0,0,0,12452.57864,0,0,4338.596321,1388.005471,0,0,2066.845489,0,0,-18175.03581,-45337.49716,134700.8783,96536.0394,-49598.59124,105185.2589,-138312.5065,1075.957662,-19749.62091,0,99361.35039,88936.51925,0,106360.989,-136721.6948,3303805.538,5.31969E-14
20-06-2022,brand0,26733.51742,22558.20118,0,88030.9518,140333.1999,0,0,12247.55742,72590.16045,0,0,53518.44525,0,0,0,0,13638.36876,0,0,0,0,0,54339.18657,0,0,99106.02581,26392.44439,32269.42762,0,35979.99058,20653.98469,73196.48146,-453553.3017,-344987.2563,1114891.625,631743.3111,-146529.3838,762001.9406,-772103.0084,484128.5172,-59055.53134,0,584513.6287,581353.1143,0,547721.6377,-813825.6029,20150416.12,4.39028E-20
20-06-2022,brand1,78.72547726,52.85862947,0,0,113.9988423,0,0,0,46.15239158,0,0,29.06099797,0,0,0,0,103.9525742,0,0,0,0,0,22.31345735,0,0,47.28134593,44.92295366,56.17017076,0,89.36131088,18.0743756,18.872757,-6645.155091,-1051.90903,870.1275164,1925.488173,-2.158696298,2336.812381,-2189.960295,-1677.88636,-150.4675874,0,1995.372759,1900.263019,0,902.3399185,-2059.556809,53785.19482,1.76999E-18
20-06-2022,brand13,0,9.36057752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.02992918,0,0,122.3108614,26.39265743,0,0,8.867359486,0,251.255158,-2373.662268,-14012.08176,8450.834468,4890.525369,0,6037.637352,-4303.395105,7449.369549,-481.8721373,0,4640.517484,4665.281096,0,4707.57871,-7383.379079,159031.6702,24.84556947
20-06-2022,brand19,0,5.478718493,0,0,581.3583587,0,0,0,1420.146943,0,0,1592.030298,0,0,0,4887.980337,4842.749305,0,0,0,0,0,1185.877144,0,0,2098.910561,53.47694962,1780.253698,0,145.9001755,0,502.4738239,2991.831506,-15452.54157,57922.9094,27266.74862,0,32576.75378,-45096.74347,3109.439524,-3061.791285,0,27497.6861,26866.00568,0,24355.52237,-39439.04337,897389.2583,29.82811974
20-06-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.403519,0,0,299.6091856,0,0,0,0,0,0,-23896.93023,-46806.3918,72625.41337,73366.70019,0,83738.30743,-54528.64216,47335.79226,-7041.339047,0,71624.64582,71620.31939,0,45635.49349,-110967.0132,2215664.957,-143.6596104
20-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190.542744,-76.19773408,75.261018,94.39329363,-0.114218476,109.7155768,-101.6524211,-110.6430502,-7.540543783,0,95.82547781,103.4986253,0,256.8267282,-95.15751265,2064.120678,5.956827061
20-06-2022,brand8,0,481.4991364,0,0,11932.84281,0,0,0,5406.91556,0,0,1604.650576,0,0,0,0,9143.228384,0,0,0,0,0,11663.09983,0,0,3924.646007,792.46618,0,0,1759.520012,0,0,-18120.14254,-44622.49188,132186.6533,96244.47582,-22826.87454,104867.5725,-137894.7672,1072.707994,-8682.07091,0,99061.25364,88667.90817,0,75025.00362,-136308.7603,3303573.414,5.53448E-16
27-06-2022,brand0,6146.571629,7754.39728,0,63912.81613,114263.1845,3591.971715,0,7629.38576,62335.48336,0,0,42381.44556,0,0,0,5366.84544,9301.157401,7949.476368,0,0,0,0,45779.90811,0,0,82058.27813,15186.94887,31066.63875,0,12240.03004,10.27556823,55200.19588,-402390.9289,-71301.07304,122789.2112,542375.6649,-160210.5527,564722.688,-653799.53,415136.9163,-67963.58114,0,518499.9646,491983.5675,0,179308.9577,-695203.2646,18404367.55,1.14304E-22
27-06-2022,brand1,22.06958148,21.37476692,0,0,101.4866316,0,0,0,45.79065188,0,0,30.62398725,0,0,0,0,92.59134608,6.627094401,0,0,0,0,25.84236056,0,0,56.01409302,33.40097049,55.64296005,0,26.83726121,0.02204001,37.0276823,-6580.449272,-841.8685059,720.3948887,1867.640467,-3.083134745,1956.572208,-2124.167016,-1652.031942,-195.6372311,0,1999.728356,1816.84211,-18.19704862,1500.276202,-1987.682923,53738.71141,1.54389E-20
27-06-2022,brand13,0,10.85168963,0,0,0,0,0,0,5.941770242,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81271565,0,0,102.922635,20.43866587,1.931712579,0,3.868120752,0.004487705,234.5873251,-1818.86615,-10369.66352,1530.647356,4096.844952,0,4365.969035,-3604.999705,6385.949687,-541.1055113,0,4016.566588,3852.324644,0,753.6708609,-6154.178512,143370.2132,14.35532089
27-06-2022,brand19,0,11.17217819,0,0,385.9144725,0,0,0,936.2724942,0,0,1045.90811,0,0,0,3571.371155,3233.790464,0,0,0,0,0,769.7677272,0,0,1405.04276,30.84088195,1254.534103,0,50.57650644,0,357.5057135,1930.168869,-4411.191441,7334.957327,23448.55423,0,24182.99784,-38242.33069,2421.510191,-3529.510099,0,24432.80969,22773.87168,0,6870.040668,-33746.5981,820808.6972,16.92602096
27-06-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.6208559,0,0,213.3694001,0,0,0,0,0,0,-24216.64214,-18620.53022,20065.55047,64578.91705,0,63626.13834,-47265.13273,40342.18249,-8308.127603,0,65140.15761,62141.11989,0,13248.95301,-97186.64255,2044682.267,-79.57481471
27-06-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121.3915284,-14.44394302,23.96361982,61.98771994,-0.110445855,62.19456407,-66.7547616,-70.40973365,-6.637787091,0,65.01896645,66.99619754,-0.688799413,38.99284611,-62.17682114,1495.265514,2.794392045
27-06-2022,brand8,0,117.9871594,0,0,11276.8975,0,0,0,4239.829891,0,0,1266.018382,0,0,0,0,8803.59151,0,0,0,0,0,9084.663742,0,0,3267.385636,331.0803455,0,0,1241.245376,0,0,-14421.37526,-6639.656288,14953.00434,83399.36494,-25242.3289,78441.83821,-118710.1007,2025.018825,-10084.77912,0,88692.1735,75736.363,0,23600.68325,-117525.3656,3026662.46,5.02258E-18
04-07-2022,brand0,3918.025657,15914.09674,0,30397.50235,120483.4049,9601.65226,0,5409.660209,70055.19783,0,0,42534.51865,0,0,0,15632.58429,2527.512653,20584.81598,0,0,0,0,49070.99469,0,0,84861.79552,22422.36881,41227.82587,0,8548.064166,6.470948535,39689.60005,-407278.3941,-88206.37461,189251.3281,548963.3934,-282445.2635,571581.8447,-661740.6196,420179.1951,-48212.04723,0,524797.6973,497959.2304,0,119687.698,-703647.2465,18496714.07,3.5263E-25
04-07-2022,brand1,12.9151344,46.70431089,0,0,46.7451669,0,0,0,50.43315214,0,0,36.92456706,0,0,0,0,28.89889869,17.0254447,0,0,0,0,42.40546257,0,0,78.51330586,56.50452571,56.91138391,0,19.09168136,0.016229561,72.99167649,-6454.276081,-775.6158567,627.7044112,1831.830426,-2.863868347,1919.056995,-2083.438348,-1620.355967,-134.4867905,0,1961.385668,1782.006074,0,811.658994,-1949.571195,54273.2846,1.36358E-22
04-07-2022,brand13,0,9.82934706,0,0,0,0,0,0,24.97942836,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7715334,0,0,77.10793347,26.61092929,7.959745902,0,7.525808984,0.002304908,228.8574279,-1837.28414,-10474.6676,1892.359592,4138.329946,0,4410.179201,-3641.504233,6450.614346,-383.0836987,0,4057.238676,3891.333605,0,197.7308772,-6216.496237,143378.6412,10.05131719
04-07-2022,brand19,0,1.86177969,0,0,143.9603505,0,0,0,281.2032818,0,0,377.2689697,0,0,0,1346.922603,527.8888991,0,0,0,0,0,303.6208325,0,0,400.5434972,22.38068438,706.953684,0,28.92782061,0,135.1917822,1965.702128,-5597.134914,11792.35965,23880.22815,0,24628.19243,-38946.34921,2466.088752,-2519.259813,0,24882.60316,23193.12509,0,5244.481157,-34367.85287,826433.203,11.48912027
04-07-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.7370995,0,0,73.30677281,0,0,0,0,0,0,-24253.27834,-18879.89625,20649.88571,64676.61539,0,63722.39527,-47336.63788,40403.21424,-5831.708586,0,65238.70502,62235.1302,0,0,-97333.67155,2055627.577,-50.74815836
04-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124.517823,-17.13935237,32.87717492,63.58414005,-0.107290461,63.7963112,-68.4739512,-72.22305272,-4.772023645,0,66.69345271,68.72160504,0,38.63636112,-63.77811132,1489.251269,2.051290746
04-07-2022,brand8,0,86.58387412,0,0,13283.617,0,0,0,3737.318029,0,0,1141.350851,0,0,0,0,11169.72431,0,0,0,0,0,7846.253963,0,0,3422.47131,188.6191069,0,0,814.1777123,0,0,-14508.81423,-7840.395178,19274.24979,83905.02782,-44233.84085,78917.44286,-119429.8578,2037.296818,-7110.95224,0,89229.92748,76195.56395,0,10180.19984,-118237.9396,3050447.975,5.30266E-20
11-07-2022,brand0,37897.01183,6726.214662,0,24600.56582,125008.2698,10615.74819,0,3277.864614,73931.46636,0,0,43586.70695,0,0,0,18197.80727,1555.101068,22776.89958,0,0,0,0,51777.90434,0,0,87642.18981,21030.9366,46226.22317,0,7037.562225,4.965935315,38053.59361,-402937.457,-73191.46431,130221.1641,543112.3205,-283498.3663,565489.6953,-654687.5217,415700.756,-48026.6689,0,519204.1921,492651.7804,0,267000.0034,-696147.4908,18365652.63,1.06746E-27
11-07-2022,brand1,119.7533858,20.63182428,0,0,40.84882227,0,0,0,57.20633505,0,0,39.96121427,0,0,0,0,16.69754574,20.47809811,0,0,0,0,46.67877957,0,0,83.63005314,56.08091686,59.88996279,0,16.65273039,0.013659492,84.37448844,-6182.516491,-632.9168197,428.0619511,1754.700554,-2.743284152,1838.254417,-1995.714435,-1552.130303,-129.7113552,0,1878.800827,1706.974074,0,841.9197436,-1867.483806,54004.00711,1.17695E-24
11-07-2022,brand13,0,6.471007853,0,0,0,0,0,0,33.15783821,0,0,0,0,0,0,0,0,0,0,0,0,0,125.6852085,0,0,77.53387096,19.15992766,11.40332607,0,4.4728075,0.002293467,250.1825058,-1824.495604,-10401.75799,1641.204612,4109.52483,0,4379.481861,-3616.157305,6405.714424,-383.0370548,0,4028.998002,3864.247724,0,1532.065748,-6173.225909,142270.5001,6.955158621
11-07-2022,brand19,0,0.915824444,0,0,94.07267915,0,0,0,173.9542593,0,0,264.3287813,0,0,0,908.569121,294.53063,0,0,0,0,0,182.9147591,0,0,248.3479669,18.58597783,470.5147134,0,16.46548642,0,98.56024967,1952.118944,-5143.788148,10088.44292,23715.21356,0,24458.00934,-38677.22633,2449.04785,-2519.0811,0,24710.66207,23032.85845,0,13236.51627,-34130.36783,821391.6753,7.75829729
11-07-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.6938826,0,0,43.55412528,0,0,0,0,0,0,-23856.91599,-16073.84808,14328.03674,63619.62942,0,62681.00376,-46563.03274,39742.91947,-5775.90826,0,64172.53303,61218.04452,0,15422.21439,-95742.9834,2045878.856,-32.171471
11-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126.1275356,-18.52720443,34.26092785,64.40612834,-0.108677466,64.62104235,-69.35915286,-73.15672114,-4.867002848,0,67.55563686,69.61000826,0,69.53340975,-64.60260719,1459.873837,1.487910969
11-07-2022,brand8,0,233.550008,0,0,11767.52715,0,0,0,3117.446764,0,0,1003.295345,0,0,0,0,10269.25449,0,0,0,0,0,6580.148862,0,0,2947.695672,308.8151708,0,0,793.9313503,0,0,-14327.23239,-5346.857204,10300.45064,82854.93308,-44315.43646,77929.76913,-117935.16,2011.799483,-7070.315101,0,88113.19014,75241.95529,0,32024.46725,-116758.1589,3040770.93,5.50131E-22
18-07-2022,brand0,13424.54949,6471.78614,0,22137.91871,136545.9945,11721.27009,0,1105.391033,81529.24766,0,0,47514.23125,0,0,0,21077.66744,1174.570262,26376.96025,0,0,0,0,56994.22628,0,0,94240.82859,15336.44294,52652.115,0,6599.634887,84280.95108,40246.02493,-398530.5665,-57948.42719,70294.13406,537172.3502,-269428.5333,559304.9857,-647527.2635,411154.2745,-58646.06402,0,513525.7029,487263.6925,0,339753.0117,-688533.7887,18243207.28,3.23995E-30
18-07-2022,brand1,47.41389401,24.11605973,0,0,44.72028206,0,0,0,76.59328888,0,0,48.027746,0,0,0,0,17.02731568,30.06452068,0,0,0,0,56.32637517,0,0,113.8245649,49.84928666,70.55368924,0,21.83124008,351.7105826,108.4735387,-5914.511967,-492.1895424,231.1780727,1678.636433,-2.624366141,1758.568338,-1909.202657,-1484.847354,-153.2018599,0,1797.357111,1632.978837,0,595.0841863,-1786.530668,53741.17305,1.01488E-26
18-07-2022,brand13,0,11.02238543,0,0,0,0,0,0,40.09925801,0,0,0,0,0,0,0,0,0,0,0,0,0,136.9246953,0,0,79.11540407,32.50109106,14.01280299,0,10.43931978,1173.59888,270.2641757,-1803.629418,-10282.79634,1231.412081,4062.525479,0,4329.395096,-3574.800444,6332.45427,-467.4957723,0,3982.919611,3820.05353,0,2109.237657,-6102.624653,140958.6387,4.819571481
18-07-2022,brand19,0,0.53762997,0,0,71.133423,0,0,0,115.7617797,0,0,215.9914338,0,0,0,724.8649359,205.0096342,0,0,0,0,0,116.4230311,0,0,190.4264648,16.11286139,329.6189573,0,13.7999141,0,81.59475034,1945.125054,-4910.362944,9211.107638,23630.24866,0,24370.38321,-38538.65677,2440.273604,-3098.958859,0,24622.13076,22950.33823,0,18413.77666,-34008.08837,818229.5408,5.467523662
18-07-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.61771682,0,0,27.77760728,0,0,0,0,0,0,-23561.3381,-13981.30368,9613.666624,62831.407,0,61904.41055,-45986.13491,39250.52018,-7042.686332,0,63377.46035,60459.5768,0,23730.74785,-94556.76514,2043075.404,-20.73475816
18-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129.1507428,-21.13373449,36.8597593,65.94990758,-0.111282405,66.16997296,-71.02165336,-74.91024725,-6.152916311,0,69.17490807,71.27852162,0,98.39539157,-66.15109592,1434.313916,1.089295583
18-07-2022,brand8,0,87.7032704,0,0,11011.28223,0,0,0,2858.901414,0,0,1134.438426,0,0,0,0,9622.521963,0,0,0,0,0,5793.401952,0,0,2620.297897,291.959688,0,0,374.3062613,0,0,-14188.82815,-3446.247451,3460.494584,82054.53609,-42170.45488,77176.95031,-116795.8802,1992.365054,-8644.809001,0,87261.99722,74515.10135,0,44323.6888,-115630.2493,3036812.522,5.72773E-24
25-07-2022,brand0,9923.441873,8894.251067,0,20441.77817,154589.3433,13187.35859,0,0,92810.11898,0,0,53820.82147,0,0,0,24659.38611,915.0786435,31815.84957,0,0,0,0,64499.04686,0,0,104495.7027,24120.61612,61088.52996,0,46957.63448,37772.29071,44694.62536,-396768.8877,-51854.93882,46337.97247,534797.8142,-247932.3461,556832.6138,-644664.9107,409336.7933,-33965.67877,0,511255.6954,485109.7745,0,286886.2738,-685490.1692,18195924.72,9.92091E-33
25-07-2022,brand1,40.43216168,39.06630761,0,0,47.29150659,0,0,0,107.3176322,0,0,61.78250807,0,0,0,0,21.09231554,47.73547696,0,0,0,0,73.27233575,0,0,170.4180949,95.19356272,88.56043993,0,184.6144981,242.4816282,145.2142094,-5716.226547,-388.0712723,85.51186485,1622.359747,-2.536383642,1699.611916,-1845.196184,-1435.067493,-86.13506977,0,1737.100286,1578.232834,0,0,-1726.636803,53864.98043,8.84266E-29
25-07-2022,brand13,0,6.927177301,0,0,0,0,0,0,46.52276461,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2913298,0,0,81.86585853,40.77623565,16.50248012,0,18.02017596,684.9947669,291.8136829,-1814.98298,-10347.52492,1454.385508,4088.098435,0,4356.647954,-3597.303248,6372.316069,-273.6707541,0,4007.99146,3844.100163,0,2062.681293,-6141.039712,141017.2491,3.424483479
25-07-2022,brand19,0,0.233000645,0,0,52.84695906,0,0,0,77.85415702,0,0,173.9042809,0,0,0,590.1943371,146.9623513,0,0,0,0,0,75.98318324,0,0,151.5211181,11.43833756,229.5100517,0,6.316345958,0,65.06749196,1950.32856,-5084.032999,9863.851487,23693.46317,0,24435.57769,-38641.75354,2446.801707,-1807.596608,0,24687.9987,23011.73387,0,17346.97768,-34099.06518,817953.3138,4.170068561
25-07-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2862468,0,0,17.66119689,0,0,0,0,0,0,-23423.88389,-13008.19625,7421.317155,62464.85559,0,61543.26714,-45717.85693,39021.53703,-4073.078271,0,63007.72333,60106.86239,0,16329.67186,-94005.13154,2049485.235,-13.64471269
25-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133.9620663,-25.28193157,40.99570433,68.40677568,-0.115428069,68.63503927,-73.66746198,-77.70091979,-3.712713113,0,71.75191888,73.9338995,0,115.4146478,-68.615459,1417.714958,0.803036284
25-07-2022,brand8,0,62.26431011,0,0,11129.34228,0,0,0,2872.497985,0,0,1388.898574,0,0,0,0,9592.605873,0,0,0,0,0,5528.218609,0,0,2555.742016,1052.637123,0,0,191.2674708,0,0,-14118.80619,-2484.684292,0,81649.59643,-38785.85445,76796.08157,-116219.4918,1982.53272,-5004.17288,0,86831.35871,74147.36885,0,35672.2344,-115059.6132,3040735.976,5.99425E-26
01-08-2022,brand0,72993.06909,25246.04122,0,22404.80591,213882.142,19429.7788,0,0,135149.1731,0,0,79470.85684,0,0,0,37303.98321,69001.62591,54561.31994,0,0,0,0,107179.0535,0,0,153607.2906,40637.21719,89925.13416,0,21676.40766,94585.72064,68419.82853,-487340.7718,-442055.5318,1298666.462,661615.5499,-377955.5532,688875.5081,-780063.2485,524346.3178,-52898.06147,0,632490.8387,600144.8804,0,1208573.586,-847648.6027,20588245.43,3.78139E-35
01-08-2022,brand1,302.4350021,130.7997548,0,0,56.11022754,0,0,0,167.780256,0,0,104.5416369,0,0,0,0,139.4555723,145.9299172,0,0,0,0,260.043092,0,0,322.89099,206.2221228,128.3664081,0,124.0965806,680.9222461,262.2268668,-6506.513208,-1219.864861,1623.900002,2216.70065,0,2322.253647,-2521.171761,-2066.749011,-148.157375,0,2373.475636,2156.408129,0,4709.918413,-2358.084801,69823.31387,1.08933E-30
01-08-2022,brand13,0,10.32229526,0,0,153.5536169,0,0,0,89.77365052,0,0,0,0,0,0,0,0,0,0,0,0,0,552.9101928,0,0,173.3984813,20.79265338,39.36017769,0,12.78762521,785.3459055,583.8665117,-2977.17581,-13679.20285,11151.06369,5200.216281,0,5541.821456,-4575.906186,5961.673564,-438.2398133,0,5098.31717,4889.841224,0,10922.2697,-7808.012634,160317.8815,3.105558462
01-08-2022,brand19,0,0.221977196,0,0,44.79828928,0,0,0,62.66242798,0,0,157.9864269,0,0,0,566.448169,124.8031509,0,0,0,0,0,61.709341,0,0,142.7093471,0,187.8134625,0,6.829124267,0,111.4851439,1530.354634,-24332.37779,62071.82247,29508.29156,0,30432.53516,-47694.22675,2417.598253,-2834.003734,0,30746.90511,28659.25288,0,64900.68531,-42447.93172,924692.1851,4.442632083
01-08-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.927621,0,0,425.867181,0,0,0,0,0,0,-27836.61257,-65195.18451,109389.3175,79513.46693,0,78340.34818,-58195.68893,64035.09135,-6526.961998,0,80204.50023,76511.90368,0,150808.46,-119606.5739,2422948.472,-11.72051116
01-08-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170.5551807,-51.38198628,45.05365304,70.81731175,0,71.05361896,-76.26337551,-77.46496922,-4.838548367,0,74.280332,76.53920183,0,123.0102055,-71.00040538,1399.66798,0.582162185
01-08-2022,brand8,0,55.96273475,0,0,9563.690638,0,0,0,2897.329379,0,0,1812.492084,0,0,0,0,5857.199381,0,0,0,0,0,5994.490243,0,0,2781.361913,367.3187615,198.3063479,0,68.09170791,0,0,-17541.45986,-61509.74777,179922.45,102703.7358,-60116.96157,96598.69513,-144256.8879,2538.155281,-7924.062316,0,109221.6657,93266.98618,0,194170.6467,-144661.7278,3540088.019,7.93172E-28
08-08-2022,brand0,27394.1412,20876.2933,0,17306.11145,232673.4416,21430.63336,0,0,149622.5277,0,0,88368.06301,0,0,0,41897.13954,89354.36483,64748.71626,0,0,0,0,122103.2547,0,0,168995.256,26103.99933,100845.6829,0,53345.03189,40852.57833,75896.899,-483059.1404,-426569.9529,1244178.691,655802.792,-387768.3521,682823.2523,-773209.8443,519739.5666,-73857.39735,0,626933.9619,594872.1855,0,1350644.274,-840201.4136,20488327.49,1.15631E-37
08-08-2022,brand1,149.2511107,116.7695917,0,0,41.55895294,0,0,0,184.1672246,0,0,118.5594929,0,0,0,0,168.1893523,192.0570628,0,0,0,0,336.0236283,0,0,386.1979566,166.5354445,130.840129,0,266.5595201,559.0526299,305.0089856,-6233.371016,-1058.941819,2012.058225,2123.643976,0,2224.765878,-2472.463582,-1979.987279,-199.9330639,0,2273.837578,2065.882524,0,4567.724496,-2259.092848,69252.35585,9.40949E-33
08-08-2022,brand13,0,9.731816534,0,0,206.027293,0,0,0,100.102994,0,0,0,0,0,0,0,0,0,0,0,0,0,669.1492377,0,0,194.5995295,13.94230561,48.4467223,0,8.930795781,729.0245633,659.259236,-2947.262572,-13541.76076,11303.19131,5147.966995,0,5486.139884,-4529.929669,5901.77352,-611.1008141,0,5047.091718,4840.710438,0,12071.30291,-7729.561457,158949.7669,2.221060109
08-08-2022,brand19,0,0.171783059,0,0,26.31595793,0,0,0,35.36263977,0,0,99.79637963,0,0,0,392.2892309,74.27170709,0,0,0,0,0,35.91537173,0,0,93.51860529,0,106.187515,0,5.908583611,0,105.1293223,1509.149101,-23163.68732,66998.65989,29099.40657,0,30010.84329,-47033.34629,2384.098529,-3936.653315,0,30320.85713,28262.1327,0,70612.24223,-41859.74714,914939.8147,4.362833461
08-08-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673.455081,0,0,506.263149,0,0,0,0,0,0,-27459.38423,-62240.73107,102944.6056,78435.9388,0,77278.71759,-57407.04904,63167.31869,-9069.266804,0,79117.60755,75475.05129,0,165721.5465,-117985.7233,2416117.325,-8.063032577
08-08-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-173.8991873,-54.15825369,47.39106127,72.20579822,0,72.44673861,-79.59787402,-78.98379362,-6.94919356,0,75.73671651,78.03987509,0,156.8748128,-72.39248169,1372.384091,0.401690399
