date,hierarchy,paid_media_digital_audio_spotify_spend_usd,paid_media_traditional_ooh_spend_usd,paid_media_digital_search_bing_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_traditional_fixed_television_spend_usd,owned_media_digital_video_youtube_views,paid_media_digital_social_x_twitter_spend_usd,paid_media_digital_video_google_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_digital_mobile_other_spend_usd,owned_media_digital_social_instagram_impressions,paid_media_retail_spend_usd,paid_media_digital_display_other_spend_usd,paid_media_digital_social_pinterest_spend_usd,paid_media_traditional_radio_spend_usd,paid_media_digital_audio_pandora_spend_usd,paid_media_digital_search_other_spend_usd,paid_media_digital_social_snapchat_spend_usd,paid_media_traditional_flex_television_spend_usd,paid_media_digital_video_other_spend_usd,paid_media_digital_video_hulu_spend_usd,paid_media_digital_audio_other_spend_usd,owned_media_digital_social_facebook_impressions,paid_media_digital_video_roku_spend_usd,paid_media_traditional_print_spend_usd,paid_media_digital_social_meta_spend_usd,paid_media_digital_video_connected_ott_spend_usd,paid_media_digital_video_the_trade_desk_spend_usd,paid_media_digital_search_google_spend_usd,paid_media_digital_social_other_spend_usd,paid_media_digital_video_twitch_spend_usd,paid_media_digital_display_warner_spend_usd,paid_media_traditional_cinema_spend_usd,paid_media_digital_social_tiktok_spend_usd,bottler_promo_spend_usd,weather_population_weighted_average_temperature_celsius_squared,commercial_execution_sovi_ssd_percentage,competitor_paid_media_digital_social_spend_usd,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,average_selling_price_vs_competitor_average_selling_price_ratio,weather_population_weighted_average_temperature_celsius,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,average_selling_price_relative_to_12_week_moving_average_ratio,commercial_execution_socvi_nartd_percentage,weather_population_weighted_average_precipitation_mm,competitor_paid_media_digital_internet_spend_usd,macroeconomics_consumer_price_index_seasonally_adjusted,competitor_paid_media_traditional_television_spend_usd,macroeconomics_yoy_percentage_change_in_real_private_consumption,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,commercial_execution_total_ko_cde,varying_intercept,holiday_effect
2021-12-27,brand4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.636355638376656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16095.448266903584,76273.62393657399,-0.18938152335869554,-299574.86087818554,-44025.656485133986,146549.35255432315,462131.5064848237,-440612.05673845275,36217.3172997405,-40905.81976129243,-148.1392603950201,-360495.70354001597,-10019.349899287325,174471.70702860854,441519.1051316904,94763.79870568297,5435879.114180305,4.615857616952857e-27
2021-12-27,brand8,0.0,0.0,0.0,11.007748215877129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10519.329912908597,22350.57166970926,-15.414477703146975,-45215.23938350459,-33712.06307351556,54400.07304201284,-90274.13366625833,-156669.76648218546,10289.3699719187,-10520.919603764727,-69.25048991430404,-39845.000153050634,-230.3611658834757,53355.65710911377,106947.2229596756,28614.94034878612,1320164.617930956,5351.853802483875
2022-01-03,brand0,0.0,7635.972796664909,0.0,100.57682053241423,0.0,0.0,870.9837761910171,0.0,1193.2128765972259,0.0,1475.4952051634762,0.0,9008.353531902041,0.0,0.0,0.0,0.0,0.0,49965.69232193442,6999.236982419401,0.0,0.0,989.0624643030905,0.0,0.0,3515.208002336297,3258.266590531902,0.0,0.0,393.7513938956814,0.0,0.0,0.0,0.0,1900648.641758538,1130.6879157226385,140407.35926073673,-5674.318861821071,-591278.2885967742,-221349.7311149887,162892.4057483907,682388.0314224367,-273151.5648791264,66673.14147412154,-37534.96074290284,-24431.341872890876,-667221.9354476425,-21028.181275732255,339869.7739254502,116272.90588751482,172784.715388453,10294489.319229174,-22896.84098113404
2022-01-03,brand1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.5346884018236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12745.755257342118,0.0,626438.8980751126,165.94266991167092,38934.04360185593,-0.6585400128963961,-120580.84194700193,-15693.33204201893,36666.27955079802,259947.89333955874,-43165.11649671639,18333.56463805232,-9684.793185248629,-520.0754334553849,-142021.88313867652,-914.500996025104,89300.12447473234,0.0,47777.70809813755,2394727.459385252,-2.5620434692930367e-17
2022-01-03,brand10,20.93571893988604,535.3465944274432,0.0,0.25232149414086386,0.0,97.63345754126905,42.03030261035122,0.0,49.19306508392555,0.0,0.9900936208120873,0.0,5.8227798301086215,0.0,0.0,0.0,0.0,31.083694041203593,280.11451697082265,86.10626539065251,0.0,0.0,4.0788782641668595,0.0,0.0,1090.7536580343947,13.4628141623616,0.0,5.562249519626222,8.324049208056138,0.0,0.0,155.838776265754,0.0,76384.35695481877,439.98167614803333,17444.498194682437,-1888.8563201085294,-42858.36630239439,-8385.271055300838,21050.696952617378,113364.1070114441,-26901.2430252668,8323.506148256592,-5107.441327938488,-328.8811817212956,-63493.0723471431,0.0,41513.10018209166,14861.295058906893,21633.75118703008,1023600.9559584726,-6.239915078890874e-17
2022-01-03,brand11,0.0,0.0,0.0,0.17544906780576994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86480.91375356186,208.39093031527602,8170.189887848062,-1190.1863132122628,-17297.59864252794,-64818.24040804476,9621.377552926047,108746.71266017543,-18621.07842649732,4074.790456541622,-2175.004455342631,-553.1239219186313,-26441.777590453832,-63.54253373096631,18764.90869270229,5071.823601082695,10171.2809419701,468887.09536553704,2.327411029780651e-19
2022-01-03,brand12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.946013556723,0.0,82263.58307010059,193.385416058956,13769.943859281371,-90.66338599870834,-23863.51216362734,-75115.94753112429,14781.832101718555,42323.65467067813,-10772.762011412371,6567.460956200117,-3526.345810896388,-29.525035669915656,-31591.505305974817,-10.099404035400699,32623.95514296204,16030.00198864122,17206.556347546666,897004.5119709579,18507.483111036916
2022-01-03,brand14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.64655375132486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.16807666005532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.7898503301112,0.0,0.0,0.0,0.0,172337.79827540455,325.3936433172232,31321.588328036054,-3556.0480003726443,-59416.95918046084,125520.87779181043,30798.75179081621,-124408.78757495152,-25439.08643137646,14588.711967094298,-7426.164727141269,-2914.1772836022424,-69784.82005534443,-0.13720028961950365,76231.04315185537,14696.74090308178,39213.80089856471,2068870.4522228173,1.4740008253294825e-16
2022-01-03,brand15,0.0,0.0,0.0,0.27623483575983226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365464.747260513,987.2016700157725,28876.785028549664,-681.7518283332786,-110817.09708846483,187345.6155923429,37302.19493670734,338328.1515952213,-108285.33911982318,14869.023327505136,-8035.403219024405,-942.6798583756267,-228081.87186617573,0.0,66415.97032553928,62475.52557889745,36094.93729207347,1672279.4991379967,1.0732872152771163e-17
2022-01-03,brand18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4721.419212161699,2379.6815999737073,0.0,0.0,0.0,297.44469019303995,0.0,0.0,0.0,0.0,34.86767421089003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.9325515847097,0.0,0.0,0.0,0.0,0.0,313.3024567602503,33819.3877350698,-3562.5351027218444,-67421.28968885797,42288.39880608613,28649.544567348847,260773.2105577901,-111562.87681446539,16259.582831261787,-7923.152489161776,-3191.7832967958916,-74102.2650078507,0.0,81072.74712534391,84294.60948333598,42800.32076876733,2724118.6189135467,14041.5154264211
2022-01-03,brand19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.7216159619591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816836.3728978673,400.29454161558,62628.58324592191,-1543.312319741431,-227061.60979661634,-41553.31145997512,64757.123922296945,193005.82512953895,-209135.39854996512,30047.38236337983,-16235.842570804347,-11270.011568716785,-248924.76594390275,-9371.903900427944,147484.45377984515,135709.3848047878,77485.49340971047,4565217.592654723,-3373.9582554978624
2022-01-03,brand3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464656.7454721775,1105.5791917771012,49333.904481298974,0.0,0.0,560466.149367931,45063.95905301525,0.0,-57445.18374428735,23888.41674304189,-12183.848371344908,0.0,-284905.9809195125,0.0,106823.57337779575,127342.53687392152,61962.613171098565,3077321.063303088,1.875993451608954e-18
