date,hierarchy,paid_media_traditional_flex_television_spend_usd,paid_media_traditional_other_spend_usd,paid_media_digital_audio_spotify_spend_usd,paid_media_traditional_cinema_spend_usd,paid_media_digital_video_twitch_spend_usd,owned_media_digital_social_instagram_impressions,paid_media_retail_spend_usd,paid_media_digital_video_netflix_spend_usd,owned_media_digital_video_youtube_views,paid_media_digital_video_other_spend_usd,paid_media_digital_other_other_spend_usd,paid_media_digital_video_connected_ott_spend_usd,paid_media_traditional_print_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_traditional_ooh_spend_usd,paid_media_digital_social_meta_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_digital_video_the_trade_desk_spend_usd,paid_media_digital_audio_other_spend_usd,paid_media_digital_display_youtube_spend_usd,paid_media_digital_social_pinterest_spend_usd,paid_media_digital_social_tiktok_spend_usd,paid_media_traditional_radio_spend_usd,paid_media_digital_social_x_twitter_spend_usd,paid_media_digital_social_other_spend_usd,paid_media_digital_mobile_other_spend_usd,paid_media_digital_search_google_spend_usd,paid_media_digital_display_other_spend_usd,paid_media_digital_social_snapchat_spend_usd,owned_media_digital_social_facebook_impressions,paid_media_digital_display_google_spend_usd,weather_population_weighted_average_temperature_celsius,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,bottler_promo_spend_usd,competitor_paid_media_digital_internet_spend_usd,commercial_execution_socvi_nartd_percentage,average_selling_price_relative_to_12_week_moving_average_ratio,average_selling_price_vs_competitor_average_selling_price_ratio,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,macroeconomics_consumer_price_index_seasonally_adjusted,commercial_execution_total_ko_cde,competitor_paid_media_traditional_television_spend_usd,macroeconomics_yoy_percentage_change_in_real_private_consumption,weather_population_weighted_average_precipitation_mm,commercial_execution_sovi_ssd_percentage,competitor_paid_media_digital_social_spend_usd,varying_intercept,holiday_effect
04-07-2022,brand17,0.000371549,0,0,0,0,5.26474E-07,0,0,0,0,0,0,0,0,0.000398072,0.000379585,0,0,0,0,0,0,0,0,0,0,0,0,0.000314011,0,0,0.010970133,0.006392607,-0.004677385,0,0,0.004099361,-0.005563862,0.001712433,0.014513739,-0.007480624,0.004044935,0,7.79678E-05,-0.001746235,0.003786596,0,0.037320838,0.000300825
04-07-2022,brand19,0,0,0.000246767,0,0,0,0,0,0,0,0,0,0,4.03915E-05,0.000310367,0.000191818,0,0,0,0,0,0,0,0,0,0,0,0,0.000142449,0,0,0.010100116,-0.001348555,-0.006793121,0,0,0.00432208,-0.004000787,-0.000237107,0.012413485,-0.00558987,0.00417975,0,9.00383E-05,-0.00165046,0.003999904,0,0.059533568,0.000127476
04-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99152E-05,0,0,0,0,0,0,0,0,3.86937E-05,0,0,0,0,0,1.17013E-05,0,0.011308063,0.000169117,-0.010129604,0.002510419,0,0.005147859,-0.005055009,-0.001603333,0.023007905,-0.007137938,0.005165025,-0.002659791,0.000105127,-0.001948691,0.004911236,0,0.070556251,8.43701E-06
04-07-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-07-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004377087,0.000100912,-0.003994944,0,0,0.002007309,-0.002275855,0.000377056,0.008178629,-0.002956627,0.002001352,-0.001416992,3.94269E-05,-0.000865875,0.00188204,0,0.023100439,1.45356E-05
04-07-2022,brand8,0,7.07565E-06,0,0,0,5.41263E-05,0,0,0,0,0,0,0,7.26761E-06,2.22851E-05,0.000111559,8.3748E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013653008,0.002244148,-0.009096005,0,0,0.005686968,-0.006207957,-0.000952819,0.023703941,-0.00746682,0.00557479,-0.002499405,0.000103293,-0.00210931,0.005221489,0,0.082155738,9.90971E-05
11-07-2022,brand0,0.000701627,0,0.000124055,6.86704E-05,0,0.000162419,0,0,0.000316534,0,0,0,0,0.000330159,0.000331881,0.000436178,1.58261E-07,0,9.394E-05,0,0.000128668,0,0.000108476,3.90769E-05,0,0,0,0.000101784,0.000326121,0.000474697,0,0.019039954,0.000102301,-0.010982794,0,0,0.006322481,-0.005927307,-0.00348443,0.029084787,-0.007596284,0.006213524,-0.003655102,0.000113418,-0.000101743,0.005843702,0,0.089019981,0.005154466
11-07-2022,brand1,0,0,0,0,9.57602E-05,0.000129999,0,0,0.000253568,0,0,0,0,6.13075E-05,0.00024874,0.000482797,1.42457E-07,0,0,0,0.000132948,0,0,6.50743E-05,0,0,0,0,4.97613E-05,0.00037131,0,0.012698805,5.57248E-05,-0.008818037,0.001211508,0,0.004226463,-0.004896169,-0.001111518,0.019607636,-0.00610657,0.004195369,-0.002787438,7.91396E-05,-8.36937E-05,0.003968387,0,0.066219463,0.018665784
11-07-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02844E-05,0,0,0,0.000713607,-4.73368E-05,-0.000417512,0,0,0.0002645,-0.000269394,-0.000151862,0.000787872,-0.000371875,0.000261374,0,5.33768E-06,-4.84257E-06,0.000249213,0,0.003249077,0.002211487
11-07-2022,brand17,0.00018018,0,0,0,0,5.54164E-07,0,0,0,0,0,0,0,0,0.000191318,0.000185877,0,0,0,0,0,0,0,0,0,0,0,0,0.000151306,0,0,0.005953951,0.003198036,-0.002219287,0,0,0.001945032,-0.002509356,0.000808633,0.006886361,-0.003549346,0.001919208,0,3.69935E-05,-3.68628E-05,0.001796633,0,0.017518826,0.013305495
11-07-2022,brand19,0,0,7.66154E-05,0,0,0,0,0,0,0,0,0,0,1.19071E-05,0.000133339,6.35237E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.56349E-05,0,0,0.004858873,-0.000562232,-0.002856904,0,0,0.001817687,-0.001673772,-0.000133734,0.005220595,-0.002350867,0.001757829,0,3.78664E-05,-3.08821E-05,0.001682193,0,0.025110025,0.008163871
11-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462245,0,1.48963E-05,0,0,0,0,0,0,4.24789E-05,0,0,0,0,0,8.84363E-06,0,0.017059354,0.00023707,-0.013359307,0.002381323,0,0.006789192,-0.006822611,-0.002576849,0.0303437,-0.009413784,0.006811832,-0.003812287,0.000138645,-0.000114343,0.006477125,0,0.09250585,0.018763612
11-07-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-07-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001382347,2.59842E-05,-0.00110296,0,0,0.000554196,-0.000617193,9.30095E-05,0.00225803,-0.000816292,0.000552551,-0.000553082,1.08853E-05,-1.0636E-05,0.00051961,0,0.006422572,0.001633758
11-07-2022,brand8,0,3.39461E-06,0,0,0,1.69498E-05,0,0,0,0,0,0,0,3.39427E-06,1.05763E-05,5.51796E-05,6.05061E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014097474,0.001941938,-0.008210711,0,0,0.005133468,-0.005349951,-0.000781112,0.021396889,-0.00674009,0.005032208,-0.00022046,9.32397E-05,-8.47122E-05,0.004713293,0,0.074890725,0.023528419
18-07-2022,brand0,0.001362052,0,0.000243482,0.000131219,0,0.000138584,0,0,0.001878411,0,0,0,0.00012325,0.000643576,0.000702123,0.000891802,1.62876E-07,0,0.00018426,0,0.000247705,0,0.000212554,7.70458E-05,0,0,0,0.000195732,0.000635785,0.000348486,0,0.040667734,0.000166546,-0.021170956,0,0,0.012187515,-0.011388213,-0.006726926,0.056065221,-0.014642959,0.011977485,-0.000922752,0.00021863,-0.000143821,0.011264598,0,0.169889405,7.20751E-09
18-07-2022,brand1,0,0,0,0,0.000161513,9.12368E-05,0,0,0.001268744,0,0,0,0,7.35495E-05,0.000337304,0.000778326,1.07984E-07,0,0,0,0.000209562,0,0,0.000102442,0,0,0,0,9.92612E-05,0.000213696,0,0.022191757,1.67105E-05,-0.013907348,0.003022792,0,0.006665757,-0.007814462,-0.001945731,0.03092414,-0.009630964,0.006616717,-0.000575752,0.000124815,-9.67958E-05,0.006258733,0,0.103762673,2.17298E-05
18-07-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116224,0,0,0,0.004302953,-0.000254094,-0.002249341,0,0,0.001439386,-0.001484008,-0.000856991,0.004287526,-0.002023708,0.001422375,0,2.90472E-05,-1.93249E-05,0.001356194,0,0.017642703,0.00079386
18-07-2022,brand17,0.000471667,0,0,0,0,5.81645E-07,0,0,0,0,0,0,0,0,0.000457503,0.00049049,0,0,0,0,0,0,0,0,0,0,0,0,0.000393785,0,0,0.016951631,0.008263543,-0.005569544,0,0,0.004997772,-0.006518454,0.001973404,0.017694553,-0.009120069,0.004931418,0,9.50551E-05,-6.94593E-05,0.004616461,0,0.044412807,8.40401E-05
18-07-2022,brand19,0,0,0.000141198,0,0,0,0,0,0,0,0,0,0,2.11397E-05,0.000311515,0.000118163,0,0,0,0,0,0,0,0,0,0,0,0,8.39498E-05,0,0,0.012570056,-0.001345054,-0.00667023,0,0,0.004243892,-0.003926615,-0.000364291,0.01218892,-0.005488747,0.004104137,0,8.84095E-05,-5.28742E-05,0.003927544,0,0.058591653,2.61345E-05
18-07-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269807,0,3.30047E-05,0,0,0,0,0,0,1.72513E-05,0,0,0,0,0,4.11486E-05,0,0.008789039,9.85658E-05,-0.00621164,0.001985767,0,0.003156752,-0.003241412,-0.001313525,0.014108744,-0.004377101,0.003167279,-0.000232148,6.44655E-05,-3.89874E-05,0.003011651,0,0.042586575,4.79461E-07
18-07-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-07-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-07-2022,brand8,0,0,0,0,0,1.15302E-05,0,0,0,0,0,0,0,0,0,0,5.63308E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01709486,0.002111237,-0.008985631,0,0,0.00561796,-0.005768499,-0.000856129,0.02341631,-0.007376215,0.005507143,-0.002100662,0.00010204,-6.79838E-05,0.005158129,0,0.082384977,1.69756E-05
25-07-2022,brand0,0.000768571,0,0.000152794,8.11899E-05,0,4.83131E-05,0,0,0.000396574,0,0,0,8.79884E-05,0.000402748,0.000444973,0.000563214,7.32754E-08,0,0.000115582,0,0.000154292,0,0.000133302,4.84224E-05,0,0,0,0.000121794,0.000397977,0.00033902,0,0.027287355,0.000119617,-0.013208299,0,0,0.007603641,-0.007253165,-0.003834451,0.034978401,-0.009135562,0.007472606,-0.004894404,0.0001364,-0.001213728,0.007027844,0,0.104727684,9.83065E-14
25-07-2022,brand1,0,0,0,0,0.000146377,4.48664E-05,0,0,0.00036317,0,0,0,0,4.96859E-05,0.000225133,0.000653857,6.13468E-08,0,0,0,0.000154064,0,0,7.09471E-05,0,0,0,0,9.32391E-05,0.000299376,0,0.020783894,2.01901E-06,-0.012110847,0.002627354,0,0.005804699,-0.006973065,-0.001486828,0.026929472,-0.008386871,0.005761994,-0.004262595,0.000108692,-0.001140196,0.005450252,0,0.089518036,4.20197E-07
25-07-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-07-2022,brand17,4.20934E-05,0,0,0,0,1.17636E-07,0,0,0,0,0,0,0,0,4.14024E-05,4.38874E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.50639E-05,0,0,0.001617035,0.000764291,-0.000493995,0,0,0.000443281,-0.000648532,0.000170316,0.001569432,-0.000808912,0.000437396,0,8.43098E-06,-8.33347E-05,0.000409461,0,0.003879789,1.32533E-07
25-07-2022,brand19,0,0,7.22574E-05,0,0,0,0,0,0,0,0,0,0,1.04563E-05,0.000149369,5.95343E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.22675E-05,0,0,0.008800831,-0.00090252,-0.004342324,0,0,0.002762776,-0.002696559,-0.000243829,0.007934995,-0.003573178,0.002671796,0,5.75546E-05,-0.000465605,0.002556834,0,0.037994013,1.92127E-07
25-07-2022,brand4,0.000371993,0,0,0,0,3.46988E-05,0,0,0,0,0,0,0,0,0.000480304,0.000205942,4.58825E-05,0,0.000214453,0,0,0,0.000379233,0.00011198,0,0,0,0,0,6.18444E-05,0,0.015575201,0.000160864,-0.010235134,0.004470397,0,0.005201489,-0.005473325,-0.001991288,0.023252349,-0.007212301,0.005218835,-0.003252081,0.000106222,-0.000868968,0.004962401,0,0.069217445,7.41332E-10
25-07-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-07-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001711981,3.23519E-05,-0.001146252,0,0,0.000575948,-0.000638873,0.000122061,0.002345118,-0.000848332,0.000574239,-0.000439387,1.13126E-05,-0.000109644,0.000540005,0,0.006785234,3.40296E-09
25-07-2022,brand8,0,0,0,0,0,1.32287E-05,0,0,0,0,0,0,0,0,0,0,7.10412E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026239921,0.002913674,-0.012824502,0,0,0.008018084,-0.008583973,-0.001182309,0.033420303,-0.010527506,0.007859923,-0.000291872,0.000145633,-0.001312472,0.007361802,0,0.117630856,1.76341E-07
01-08-2022,brand0,0.000677593,0,0.000145338,7.69237E-05,0,6.24135E-05,0,0,0.000194727,0,0,0,2.53091E-05,0.000367088,0.000426679,0.000497358,5.63957E-08,0,0.000109935,0,7.8201E-05,0,0.000126802,4.60562E-05,0,0,0,5.88754E-05,0.000378474,0.000427398,0,0.022148462,0.00012863,-0.012577146,0,-0.002087326,0.007234611,-0.006871576,-0.00355858,0.033280785,-0.008732276,0.007109936,-0.000336723,0.00012978,-0.001125049,0.006686759,-0.004339046,0.098347339,3.38514E-18
01-08-2022,brand1,0,0,0,0,0.000116841,4.70205E-05,0,0,0.000148262,0,0,0,0,0.000125764,0.000162228,0.000433337,3.53649E-08,0,0,0,5.5731E-05,0,0,5.28798E-05,1.51712E-05,0,0,1.55163E-05,0.000139691,0.000310462,0,0.013747897,3.4112E-05,-0.009394234,0.001537161,-0.001440304,0.004500912,-0.005378604,-0.001064407,0.020880873,-0.0065331,0.004467799,-0.000238987,8.42786E-05,-0.000861304,0.004226077,-0.002937839,0.068594591,2.19982E-08
01-08-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103152,5.49612E-05,0,0,0,0,0,0,0,0,0,0,0,6.1568E-05,0,0,0,0.001969157,-0.000169383,-0.00111883,0,-2.64394E-07,0.000717956,-0.00078051,-0.000456486,0.002141905,-0.001014067,0.00070947,0,1.44885E-05,-0.000127025,0.00067646,0,0.008760921,2.09181E-05
01-08-2022,brand17,0.000310212,0,0,0,0,3.52131E-07,0,0,0,0,0,0,0,0,0.000149944,0.000323044,0,0,0,0,0,0,0,0,0,0,0,0,0.000258365,0,0,0.010164041,0.006000202,-0.003639829,0,0,0.003266163,-0.00272579,0.002196525,0.01156381,-0.005987672,0.003222799,0,6.21207E-05,-0.000598192,0.003016967,-0.001034731,0.02813693,5.3528E-08
01-08-2022,brand19,0,0,0.000205576,0,0,0,0,0,0,0,0,0,0,2.19648E-05,6.24097E-05,3.20387E-05,0,0,0,0,0,0,0,0,1.94522E-05,0,0,0,2.29091E-05,0,0,0.005640536,-0.000680644,-0.003262349,0,-3.14646E-05,0.002075649,-0.001952933,-0.000102049,0.00596149,-0.002696879,0.002007296,0,4.32403E-05,-0.000340786,0.001920926,0,0.028349733,3.89265E-09
01-08-2022,brand4,0.001499956,0,0,0,0,2.18076E-05,0,0,0,0,0,0,0,4.77538E-05,0.000627124,0.000340371,5.34588E-05,0,0.00031459,0,0,0,0.000549638,0.000155604,0,0,0,0,0,7.93023E-05,0,0.016602279,0.000220113,-0.012793963,0.002536792,-0.001914763,0.006499399,-0.006727657,-0.002272244,0.029054427,-0.009053529,0.006521073,-0.000293824,0.000132727,-0.001057806,0.006200652,-0.003952748,0.08504468,2.13114E-12
01-08-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-08-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006245935,0.000134514,-0.004902188,0,-0.000879276,0.002463166,-0.00273269,0.00051676,0.010042117,-0.003644807,0.002455855,-0.000452449,4.83807E-05,-0.000456826,0.002309448,-0.003972782,0.029295053,1.66185E-10
01-08-2022,brand8,0,0,0,0,0,5.64079E-06,0,0,0,0,0,0,0,0,0,0,3.91526E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013618141,0.001690658,-0.007802024,0,-8.00916E-05,0.00487795,-0.005209181,-0.000690758,0.020331861,-0.006434144,0.00478173,0,8.85987E-05,-0.000777881,0.004478689,-7.42597E-05,0.071259065,2.07765E-09
08-08-2022,brand0,0.000428622,0,0.000140159,7.41993E-05,0,8.26907E-05,0,0,0.000147437,0,0,0,1.53921E-05,0.000348318,0.000413599,0.000475514,4.66948E-08,0,0.000105982,0,4.259E-05,0,0.00012224,4.43856E-05,0,0,0,3.21465E-05,0.00036497,0.000499101,0,0.021648513,0.000133914,-0.012157537,0,0,0.006990322,-0.006557744,-0.003730613,0.032158124,-0.008437416,0.006869857,-0.003305494,0.000125398,-0.000615427,0.00646097,0,0.093776941,8.59153E-18
08-08-2022,brand1,0,0,0,0,0.000133613,7.21006E-05,0,0,0.000131032,0,0,0,0,0.000161849,0.000172945,0.000459689,3.15936E-08,0,0,0,4.53813E-05,0,0,6.15436E-05,2.23456E-05,0,0,2.22837E-05,0.000178221,0.000422261,0,0.015579192,6.05863E-05,-0.010524915,0.001469518,0,0.005042044,-0.005869698,-0.001290118,0.023391325,-0.007318558,0.00500495,-0.002719957,9.44112E-05,-0.000546243,0.004734167,0,0.075788302,2.89155E-08
08-08-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2022,brand17,0.000849724,0,0,0,0,7.76007E-07,0,0,0,0,0,0,0,0,0.000307989,0.000884399,0,0,0,0,0,0,0,0,0,0,0,0,0.000708105,0,0,0.028209518,0.01577073,-0.009986372,0,0,0.008961167,-0.011847474,0.003813632,0.031726904,-0.016428004,0.008842193,0,0.000170437,-0.00092916,0.008277464,0,0.076016148,1.80548E-07
08-08-2022,brand19,0,0,0.000296054,0,0,0,0,0,0,0,0,0,0,3.14979E-05,6.06632E-05,2.38196E-05,0,0,0,0,0,0,0,0,3.17444E-05,0,0,0,1.72828E-05,0,0,0.007230186,-0.000849782,-0.004133872,0,0,0.00263015,-0.002450833,-0.000198041,0.007554078,-0.003417339,0.002543537,0,5.47917E-05,-0.000244474,0.002434093,0,0.035595404,5.58607E-09
08-08-2022,brand4,0.001315342,0,0,0,0,1.67833E-05,0,0,0,0,0,0,0,4.6107E-05,0.000484299,0.000285129,3.30381E-05,0,0.000249772,0,0,0,0.000435067,0.000116633,0,0,0,0,0,4.96273E-05,0,0.012648139,0.000176202,-0.009636349,0.001800943,0,0.00489474,-0.004974495,-0.001841352,0.021888756,-0.006818272,0.004911062,-0.002248145,9.99578E-05,-0.000451009,0.004669751,0,0.062832569,1.43972E-12
08-08-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011405517,0.000218044,-0.00884922,0,0,0.004446401,-0.004937745,0.000751226,0.018150247,-0.006579449,0.004433204,-0.002701979,8.73347E-05,-0.000466863,0.004168916,0,0.053428215,5.90499E-10
08-08-2022,brand8,0,0,0,0,0,5.15073E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014215737,0.001725053,-0.00805112,0,0,0.005033689,-0.005341139,-0.000851764,0.020981001,-0.006639569,0.004934397,0,9.14274E-05,-0.00045445,0.004621681,0,0.072905585,8.3463E-10
15-08-2022,brand0,0.000476009,0,0.00020733,0.000109799,0,8.04992E-05,0,0,0.000185341,0,0,0,1.73935E-05,0.000511917,0.00056827,0.000698713,0.000130026,0,0.00015672,0,4.7233E-05,0,0.000180706,6.56027E-05,0,0,0,3.51082E-05,0.00053985,0.000542666,0,0.038178553,0.000268927,-0.018030229,0,0,0.010366993,-0.009950394,-0.005796085,0.047692087,-0.012513105,0.010188337,-0.001174531,0.000185972,-1.30925E-05,0.009581937,0,0.137368633,3.58052E-13
15-08-2022,brand1,0,0,0,0,0.000130793,4.57972E-05,0,0,0.000107699,0,0,0,0,0.000159676,0.000160117,0.000428042,6.60879E-05,0,0,0,3.42188E-05,0,0,5.87166E-05,2.35247E-05,0,0,2.32055E-05,0.000180469,0.000296971,0,0.017855299,6.14197E-05,-0.010143901,0.002538449,0,0.004859516,-0.005856961,-0.001501415,0.022544532,-0.007053618,0.004823765,-0.000628088,9.09934E-05,-7.55201E-06,0.004562785,0,0.071948775,4.26046E-07
15-08-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-08-2022,brand17,0.000232858,0,0,0,0,2.39998E-07,0,0,0,0,0,0,0,0,0.000107928,0.000391031,0,0,0,0,0,0,0,0,0,0,0,0,0.000313469,0,0,0.01486876,0.006613024,-0.004426404,0,0,0.003971988,-0.003211129,0.00271807,0.014062775,-0.007281622,0.003919253,0,7.55452E-05,-5.90778E-06,0.00366894,0,0.033227849,1.48431E-06
15-08-2022,brand19,0,0,0.00035573,0,0,0,0,0,0,0,0,0,0,3.68291E-05,5.605E-05,4.70098E-06,0,0,0,0,0,0,0,0,4.01482E-05,0,0,0,3.50592E-06,0,0,0.01000324,-0.00102353,-0.004809639,0,0,0.003060102,-0.003013211,-0.000330216,0.008788948,-0.003975973,0.00295933,0,6.37486E-05,-4.08017E-06,0.002831996,0,0.040973009,2.51511E-07
15-08-2022,brand4,0.001596115,0,0,0,0,8.96663E-06,0,0,0,0,0,0,0,5.71457E-05,0.000572661,0.000350883,4.20507E-05,0,0.00026987,0,0,0,0.000475921,0.000138534,0,0,0,0,0,4.80501E-05,0,0.017298878,0.000183201,-0.011083274,0.004351659,0,0.005629699,-0.005949324,-0.00242355,0.025175413,-0.007842055,0.005648472,-0.000619516,0.000114967,-7.441E-06,0.005370928,0,0.070805649,8.70589E-10
15-08-2022,brand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-08-2022,brand7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002503405,3.74788E-05,-0.001633373,0,0,0.000820709,-0.000933153,0.000125249,0.003352176,-0.001214423,0.000818273,-0.00023125,1.61201E-05,-1.23612E-06,0.000769491,0,0.009970121,9.6211E-09
15-08-2022,brand8,0,0,0,0,0,2.173E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013838321,0.001382287,-0.006590746,0,0,0.00412064,-0.004532033,-0.000811824,0.017175305,-0.005435233,0.004039358,0,7.48436E-05,-5.33647E-06,0.003783365,0,0.058949673,4.41771E-08
22-08-2022,brand0,0.000355866,0,0.000177923,9.42788E-05,0,5.98754E-05,0,0,8.07372E-05,0,0,0,1.24584E-05,0.000437215,0.000473155,0.000591982,2.8632E-05,0,0.000134451,0,3.12968E-05,0,0.000154943,5.62489E-05,0,0,0,2.28183E-05,0.000463192,0.000212172,0,0.028258402,0.000307662,-0.01551841,0,0,0.008919784,-0.008669781,-0.004541091,0.041034378,-0.010766304,0.008766068,-0.004763855,0.00016001,-0.003710873,0.00824432,0,0.116958862,1.52157E-08
22-08-2022,brand1,0,0,0,0,6.05677E-05,2.00857E-05,0,0,2.82318E-05,0,0,0,0,8.15505E-05,4.49021E-05,0.000202939,8.28502E-06,0,0,0,1.35359E-05,0,0,2.94261E-05,1.25886E-05,0,0,1.23363E-05,9.15067E-05,6.53785E-05,0,0.007788477,1.34375E-05,-0.005144253,0.001530727,0,0.002464063,-0.002910072,-0.000510772,0.011432691,-0.003576603,0.002445936,-0.001501317,4.61391E-05,-0.001261461,0.002313603,0,0.035913718,1.06361E-05
22-08-2022,brand10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124634,7.17392E-05,0,0,0,0,0,0,0,0,0,0,0,6.74049E-05,0,0,0,0.00213119,-0.000144842,-0.001168196,0,0,0.000750887,-0.000831047,-0.000417551,0.00224015,-0.00106058,0.000742012,0,1.51531E-05,-0.00035541,0.000707488,0,0.009115159,0.000627459
22-08-2022,brand17,0.000180326,0,0,0,0,1.31046E-07,0,0,0,0,0,0,0,0,8.79186E-05,0.000402609,0,0,0,0,0,0,0,0,0,0,0,0,0.000323125,0,0,0.01319643,0.006870576,-0.004566739,0,0,0.004097915,-0.006244264,0.001577898,0.01450862,-0.007512478,0.004043509,0,7.79403E-05,-0.002007851,0.00378526,0,0.033889918,9.33443E-05
22-08-2022,brand19,0,0,0.000214349,0,0,0,0,0,0,0,0,0,0,2.17663E-05,2.57042E-05,0,0,0,0,0,0,0,0,0,2.4868E-05,0,0,0,0,0,0,0.005060836,-0.000636223,-0.002828574,0,0,0.001799662,-0.001828752,-0.000189247,0.005168826,-0.002338291,0.001740398,0,3.74909E-05,-0.000790469,0.001665512,0,0.023824002,1.49066E-05
22-08-2022,brand4,0.001200714,0,0,0,0,4.39958E-06,0,0,0,0,0,0,0,4.36159E-05,0.000426915,0.000268763,1.13953E-05,0,8.65604E-05,0,0,0,0.000158055,0.000104073,0,0,0,0,0,1.42507E-05,0,0.010850685,0.000114309,-0.008082378,0.003404241,0,0.004104855,-0.004284937,-0.001420361,0.018356473,-0.005717978,0.004118543,-0.002129401,8.38272E-05,-0.001787294,0.003916174,0,0.050577928,9.90812E-07
