date,hierarchy,paid_media_traditional_radio_spend_usd,paid_media_digital_video_youtube_spend_usd,paid_media_digital_social_other_spend_usd,paid_media_digital_search_other_spend_usd,owned_media_digital_social_linkedin_impressions,paid_media_traditional_other_spend_usd,paid_media_digital_display_youtube_spend_usd,paid_media_digital_social_meta_spend_usd,owned_media_digital_social_facebook_impressions,paid_media_traditional_fixed_and_flex_television_spend_usd,paid_media_digital_display_google_display_network_spend_usd,paid_media_traditional_ooh_spend_usd,paid_media_digital_video_netflix_spend_usd,paid_media_digital_social_pinterest_spend_usd,paid_media_digital_audio_spotify_spend_usd,paid_media_digital_mobile_other_spend_usd,paid_media_traditional_flex_television_spend_usd,paid_media_retail_spend_usd,paid_media_digital_social_tiktok_spend_usd,paid_media_digital_audio_other_spend_usd,paid_media_digital_search_google_spend_usd,paid_media_digital_social_snapchat_spend_usd,paid_media_digital_video_other_spend_usd,owned_media_digital_video_youtube_views,paid_media_digital_video_twitch_spend_usd,paid_media_digital_display_other_spend_usd,owned_media_digital_social_x_twitter_impressions,paid_media_traditional_cinema_spend_usd,paid_media_digital_display_google_spend_usd,paid_media_digital_social_x_twitter_spend_usd,paid_media_digital_other_other_spend_usd,paid_media_digital_video_google_spend_usd,owned_media_digital_social_instagram_impressions,macroeconomics_yoy_percentage_change_in_real_private_consumption,commercial_execution_total_ko_cde,competitor_paid_media_traditional_television_spend_usd,weather_population_weighted_average_temperature_celsius,competitor_paid_media_digital_internet_spend_usd,competitor_paid_media_digital_social_spend_usd,commercial_execution_socvi_nartd_percentage,macroeconomics_consumer_price_index_seasonally_adjusted,weather_population_weighted_average_precipitation_mm,weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,competitor_weighted_distribution_unit_case_weighted_average_26_weeks_sliding_max,weighted_distribution_unit_case_weighted_average_vs_competitor_weighted_distribution_unit_case_weighted_average_ratio,average_selling_price_relative_to_12_week_moving_average_ratio,average_selling_price_vs_competitor_average_selling_price_ratio,commercial_execution_sovi_ssd_percentage,varying_intercept,holiday_effect
24-10-2022,brand0,0,0.002681452,0.000494047,0.00112947,0.0006358,1.76419E-05,0,0.004636646,0.00194522,0.012754436,0,0.001297302,0,0,0,0,0,0,0,4.44789E-05,0,0,0.000533777,8.36734E-08,0,0.001291715,0.000318487,0,0,0,0.001132573,0,0.004787644,0.02139659,0.043492166,-0.013315211,0.085402019,0,0,0.041590378,-0.039928675,-0.006950428,0.064891627,-0.024931992,0.015459371,-0.016272312,-0.003325679,0.035473277,0.194897489,6.01564E-07
24-10-2022,brand1,0,1.93097E-05,6.91907E-06,2.98332E-05,0.000194262,0,0,8.4065E-05,0.001708671,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77457E-06,7.22909E-08,0,6.676E-05,0.000136835,0,0,0,0,0,0.003782716,0.008015613,0.016453044,0,0.025628891,0,0,0.015837125,-0.009491565,-0.001907897,0.006171666,-0.008379813,-0.005710802,-0.004658735,-0.00458142,0.013769402,0.063792162,6.50547E-07
24-10-2022,brand13,0,2.77128E-05,1.41922E-05,8.94714E-05,0,0,0,0.000194605,1.10838E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000891723,0,0.000211542,1.52629E-05,0,0,0,0,0,2.60819E-05,0.005751388,0.011471137,0,0.022684139,0,0,0.011342901,-0.014338254,-0.002263943,0.014022605,-0.005480542,0.0065957,-0.00649635,-0.000800137,0.009604874,0.032421111,6.27705E-06
24-10-2022,brand19,0,0.000183614,0.000121635,3.21858E-05,0,0,0,0.000474719,5.00744E-06,0,0,0.00021161,0,0,0,0,0,0,0,0,0,0,0.000132493,0,0,0.000461161,2.75991E-07,0,0,0,0,0,3.2632E-06,0.006282521,0.013508095,0,0.023328319,0,0,0.012681852,-0.012560301,-0.001962181,0.017203715,-0.009126351,0.000719096,-0.006228872,3.25113E-05,0.01108282,0.042101196,1.32455E-07
24-10-2022,brand2,0,0.000427524,0.000158143,0.000243816,0,0,0,0.00093616,0,0,0,0.000357073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480173,0,0,0,0,0,0,0,0.006330214,0.012107672,0,0.024462224,0,0,0.011554563,-0.013170011,-0.002281493,0.011563663,-0.004490067,0.004838265,-0.005710453,-0.000399736,0.009946855,0.04212939,1.73033E-06
24-10-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001481186,0.002935101,0,0.005474806,0,0,0.002841364,-0.002901305,-0.00048215,0.000726261,-0.002509912,-0.001792573,-0.001316549,-0.000953777,0.002431457,0.009556494,3.63004E-05
24-10-2022,brand8,0,0.000733787,0.002025767,0.000187816,0,0,0,0.002195986,0.000200951,0.004216152,0,0.001277608,0,0,0,0,0,0,0,0,0,0,0.000994686,0,0,0.002701904,8.63386E-05,0,0,0,0,0,0.000167504,0.010280991,0.020576168,-0.006449512,0.037469038,0,0,0.019590612,-0.01677094,-0.003139397,0.025560872,-0.011675353,0.000550592,-0.00755133,-0.000282919,0.016939531,0.087667341,4.17038E-07
31-10-2022,brand0,0,0.002699389,0.000314058,0.001125313,0.000271738,1.20403E-05,0,0.004869304,0.001768226,0.012554573,0,0.001039212,0,0,0,0,0,0,0,3.06266E-05,0,0,0.000625388,5.18301E-08,0,0.001319887,0.000304324,0,0,0,0.001072024,0,0.003963437,0.020458357,0.041585051,-0.016568243,0.082468824,0,0,0.039766656,-0.038315352,-0.007965362,0.062046154,-0.023838733,0.014601399,-0.015535273,-0.003232283,0.033917787,0.189729173,0.010180589
31-10-2022,brand1,0,1.04907E-05,3.70511E-06,1.66484E-05,6.53507E-05,0,0,4.72316E-05,0.001227347,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28794E-06,3.55721E-08,0,3.79556E-05,0.000103069,0,0,0,0,0,0.002527753,0.006015513,0.012347591,0,0.01942501,0,0,0.01188536,-0.007148839,-0.001716164,0.004631678,-0.006288836,-0.004166206,-0.003636258,-0.003677868,0.010333586,0.04880397,0.001758582
31-10-2022,brand13,0,1.77163E-05,5.57238E-06,4.94039E-05,0,0,0,0.000115465,5.7225E-06,0,0,0,0,0,0,0,0,0,0,1.67369E-05,0,0,0,0.000414196,0,9.47156E-05,8.5936E-06,0,0,0,0,0,1.40665E-05,0.003257382,0.006496845,0,0.012975191,0,0,0.006424217,-0.008149933,-0.001536842,0.007941906,-0.003103984,0.003626236,-0.003712477,-0.000338238,0.00543986,0.019353912,0.003722905
31-10-2022,brand19,0,0.000153544,5.20692E-05,2.30829E-05,0,0,0,0.00045307,0,0,0,0.000177717,0,0,0,0,0,0,0,0,0,0,8.92234E-05,0,0,0.000344971,0,0,0,0,0,0,1.75104E-06,0.004537372,0.009755836,0,0.01701568,0,0,0.009159106,-0.009103998,-0.001698545,0.012424892,-0.006591247,0.000688535,-0.004416816,6.17203E-05,0.008004251,0.030993092,0.001246192
31-10-2022,brand2,0,0.000340212,8.55695E-05,0.000189843,0,0,0,0.00088544,0,0,0,0.000203181,0,0,0,0,0,0,0,0,0,0,5.96259E-05,0,0,0.000861027,0,0,0,0,0,0,0,0.00483926,0.009255955,0,0.01888652,0,0,0.008833119,-0.01010435,-0.002090487,0.008840076,-0.003407757,0.003672453,-0.004332568,-0.000354192,0.007604074,0.03248884,0.003572062
31-10-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286668,0.002549646,0,0.004803094,0,0,0.002468219,-0.002529368,-0.000502003,0.000630884,-0.002180296,-0.001669498,-0.000954699,-0.000580311,0.002112144,0.008738494,0.002714148
31-10-2022,brand8,0,0.000381242,0.00108633,8.08601E-05,0,0,0,0.001265272,0.000149877,0.002527832,0,0.000677273,0,0,0,0,0,0,0,0,0,0,0.000565496,0,0,0.001613266,9.32987E-05,0,0,0,0,0,0.000132538,0.007143238,0.014296333,-0.00583162,0.026292275,0,0,0.013611568,-0.011694436,-0.002614413,0.017759708,-0.008112042,0.000504703,-0.005278703,-0.000252775,0.011769595,0.061483694,0.002276988
07-11-2022,brand0,0,0.002525035,0.000179363,0.001051542,0.000859715,7.0657E-06,0,0.004688915,0.00131872,0.011729342,0,0.00080065,0,0,0,0,0,0,0,1.80592E-05,0,0,0.000623106,2.55E-07,0,0.001249337,0.000434104,0,0,0,0.000972505,0,0.003194267,0.018683339,0.037977027,-0.010774793,0.063788589,0,0,0.0363164,-0.034991016,-0.012635609,0.056662873,-0.02202772,0.013334545,-0.014214499,-0.002951842,0.030974995,0.177773553,0.000101845
07-11-2022,brand1,0,7.07821E-06,2.46204E-06,1.16318E-05,0.000238811,0,0,3.31542E-05,0.001053823,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5214E-06,6.3433E-08,0,2.70098E-05,0.000167835,0,0,0,0,0,0.002329827,0.006260077,0.012849587,0,0.017121337,0,0,0.012368564,-0.007439478,-0.00310222,0.004819981,-0.006544512,-0.004335584,-0.003767704,-0.003827393,0.010753702,0.052056839,3.136E-05
07-11-2022,brand13,0,1.99596E-05,4.13995E-06,4.98258E-05,0,0,0,0.000124268,7.9598E-06,0,0,0,0,0,0,0,0,0,0,2.58876E-05,0,0,0,0.000373568,0,7.92836E-05,4.71318E-06,0,0,0,0,0,1.74007E-05,0.003378939,0.006739291,0,0.01139974,0,0,0.006663952,-0.008454068,-0.002769159,0.008605306,-0.003219817,0.003761558,-0.003855605,-0.000350861,0.005642862,0.021132673,0.000144636
07-11-2022,brand19,0,0.000172416,2.98315E-05,2.41862E-05,0,0,0,0.000555762,0,0,0,0.000192113,0,0,0,0,0,0,0,0,0,0,8.75501E-05,0,0,0.000369418,0,0,0,0,0,0,1.19938E-06,0.00477061,0.010257324,0,0.015152641,0,0,0.009629919,-0.009571979,-0.003102085,0.013326217,-0.0070111,0.000723928,-0.004651485,6.48929E-05,0.0084157,0.03360921,1.30443E-05
07-11-2022,brand2,0,0.00021438,3.89253E-05,0.000117389,0,0,0,0.000615812,0,0,0,8.9134E-05,0,0,0,0,0,0,0,0,0,0,6.02341E-05,0,0,0.000670618,0,0,0,0,0,0,0,0.002942883,0.005628792,0,0.009727817,0,0,0.005371655,-0.006144724,-0.002208251,0.005375885,-0.002131273,0.002233316,-0.002644782,-0.000215394,0.00462424,0.020169769,5.14115E-05
07-11-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808684,0.001602478,0,0.002556835,0,0,0.0015513,-0.001589733,-0.000548057,0.000396517,-0.001370337,-0.001049296,-0.000608575,-0.000364731,0.001327503,0.005839762,0.00020259
07-11-2022,brand8,0,0.000255103,0.000739791,3.71431E-05,0,0,0,0.000941417,6.06768E-05,0.001889375,0,0.000454155,0,0,0,0,0,0,0,0,0,0,0.000425978,0,0,0.001226309,2.46239E-05,0,0,0,0,0,8.18729E-05,0.006516452,0.013041896,-0.003788384,0.020314853,0,0,0.012417215,-0.010668303,-0.004142831,0.016201375,-0.007495956,0.000460418,-0.004819665,-0.000230595,0.010736868,0.05705886,2.7887E-05
14-11-2022,brand0,0,0.003918042,0.000187561,0.001643993,0.001111649,5.16711E-06,0,0.007430271,0.001374226,0.018295464,0,0.001101193,0,0,0,0,0,0,0,1.3173E-05,0,0,0.00097054,4.31448E-06,0,0.001957102,0.000318855,0,0,0,0.001500472,0,0.004416903,0.028903511,0.058751246,-0.017282319,0.11068751,0,0,0.056182223,-0.054131825,-0.016050093,0.087658637,-0.034077339,0.020628817,-0.022032217,-0.004566561,0.047918957,0.284364311,0.075462857
14-11-2022,brand1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2022,brand13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2022,brand19,0,0.000671519,7.7302E-05,9.43345E-05,0,0,0,0.002319696,0,0,0,0.000684064,0,0,0,0,0,0,0,0,0,0,0.000318304,0,0,0.001443187,0,0,0,0,0,0,3.76293E-06,0.018604936,0.040002607,0,0.066282988,0,0,0.037555787,-0.037329826,-0.009933291,0.051971006,-0.027342639,0.002823253,-0.018170205,0.000253076,0.032820447,0.136843664,0.033339349
14-11-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2022,brand8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2022,brand0,0,0.002507662,6.96922E-05,0.001057533,0.00058288,0,0,0.004833521,0.001260454,0.011802023,0,0.000630833,0,0,0,0,0,0,0,0,0,0,0.000621771,1.74797E-07,0,0.001261222,0.00010324,0,0,0,0.000956859,0,0.002093842,0.018436477,0.037475239,-0.011425235,0.071323973,0,0,0.035836554,-0.034528681,-0.013800141,0.05591419,-0.021736669,0.013158357,-0.014071682,-0.00291284,0.030565724,0.188923047,2.33506E-05
21-11-2022,brand1,0,0,0,0,0.000173286,0,0,0,0.001090744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35131E-07,0,0,4.23287E-05,0,0,0,0,0,0.001986307,0.006640964,0.013631405,0,0.020580608,0,0,0.013121115,-0.007892124,-0.003642402,0.005113247,-0.006942705,-0.004599378,-0.003959172,-0.004060266,0.011407999,0.058941843,1.1429E-05
21-11-2022,brand13,0,3.26011E-05,4.45572E-06,6.99618E-05,0,0,0,0.000194824,9.70542E-06,0,0,0,0,0,0,0,0,0,0,4.50776E-05,0,0,0,0.000456554,0,0.000100745,1.05402E-06,0,0,0,0,0,2.51693E-05,0.005043685,0.010059624,0,0.01928109,0,0,0.009947168,-0.012619242,-0.004574876,0.012844993,-0.004806166,0.005614814,-0.005785674,-0.000523724,0.008423003,0.034824883,8.22101E-05
21-11-2022,brand19,0,0.000188854,1.35563E-05,2.66442E-05,0,0,0,0.000687615,2.97999E-05,0,0,0.000176346,0,0,0,0,0,0,0,0,0,0,8.44932E-05,0,0,0.000407747,0,0,0,0,0,0,2.2042E-05,0.005251444,0.011291167,0,0.018900017,0,0,0.010600526,-0.010536746,-0.003779395,0.014669377,-0.007717755,0.000796893,-0.005136142,7.14335E-05,0.009263925,0.040806564,3.72631E-06
21-11-2022,brand2,0,0.000423628,6.50055E-05,0.000225007,0,0,0,0.00130397,0,0,0,0.000133881,0,0,0,0,0,0,0,0,0,0,0.000149336,0,0,0.001439781,0,0,0,0,0,0,0,0.005477736,0.010477155,-1.53829E-05,0.020516944,0,0,0.009998532,-0.011437486,-0.004549257,0.010006407,-0.003967046,0.004156985,-0.004951797,-0.000400923,0.008607331,0.040624993,3.23925E-05
21-11-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001511789,0.002995743,0,0.005416069,0,0,0.002900069,-0.002971916,-0.001133971,0.000741266,-0.002561769,-0.0019616,-0.001170941,-0.000681844,0.002481693,0.012716417,0.000168643
21-11-2022,brand8,0,0.000224076,0.000768066,2.84003E-05,0,0,0,0.000945021,4.32248E-05,0.001731043,0,0.000339998,0,0,0,0,0,0,0,0,0,0,0.000445345,0,0,0.001307146,1.39917E-05,0,0,0,0,0,6.20562E-05,0.007584335,0.015179134,-0.004737979,0.026791008,0,0,0.014452085,-0.012416569,-0.005336633,0.018856373,-0.008724355,0.000535869,-0.005619162,-0.000268384,0.01249637,0.070274141,8.99667E-06
28-11-2022,brand0,0,0.002763171,0.000289002,0.001081944,0.000267965,0,0,0.005170689,0.003118061,0.013452262,0,0.001040749,0,0,0,0,0,0,0,0,0,0,0.001064429,9.00069E-08,0,0.001380439,7.73505E-05,0,0,0,0.000941352,0,0.005257924,0.019346103,0.039324208,-0.015156766,0.075110658,0,0,0.037604673,-0.036414482,-0.020359553,0.058672907,-0.022809122,0.013162292,-0.015059005,-0.003052237,0.032073788,0.207778929,4.28769E-09
28-11-2022,brand1,0,0,0,0,8.12365E-05,0,0,2.51337E-05,0.002604861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48326E-08,0,0,3.25038E-05,0,0,0,0,0,0.004327188,0.007149051,0.014674318,0,0.022234429,0,0,0.014124986,-0.008538661,-0.005512826,0.005504452,-0.007473878,-0.004847493,-0.004360296,-0.00447123,0.012280803,0.065987785,2.86214E-08
28-11-2022,brand13,0,1.57824E-05,1.57573E-06,3.36799E-05,0,0,0,8.59647E-05,2.06683E-06,0,0,4.63414E-06,0,0,0,0,0,0,0,5.99979E-05,0,0,0,2.10331E-08,0,6.01807E-05,3.88079E-07,0,0,0,0,0,9.31753E-06,0.002411797,0.004810327,0,0.009252838,0,0,0.004756553,-0.006064636,-0.003075681,0.00614224,-0.00224038,0.003362071,-0.002714923,-0.00027808,0.004027725,0.017462169,1.18778E-07
28-11-2022,brand19,0,0.000280034,9.16206E-06,2.17309E-05,0,0,0,0.000688396,7.82029E-06,0,0,0.000296202,0,0,0,0,0,0,0,0,0,0,0.000125121,0,0,0.000426414,0,0,0,0,0,0,1.33299E-05,0.004866895,0.010464345,0,0.017578665,0,0,0.009824278,-0.009814277,-0.004924529,0.013595177,-0.007152604,0.000963273,-0.004807259,9.57037E-05,0.008585552,0.040384489,1.54621E-09
28-11-2022,brand2,0,0.000305772,3.72063E-05,0.000163211,0,0,0,0.000927981,0,0,0,7.92342E-05,0,0,0,0,0,0,0,0,0,0,0.00015978,0,0,0.001034999,0,0,0,0,0,0,0,0.004189063,0.008012336,-1.48032E-05,0.015746313,0,0,0.007646312,-0.008790729,-0.004891312,0.007652334,-0.003033772,0.003765128,-0.003877122,-0.000294382,0.0065824,0.032909953,4.00921E-08
28-11-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047065,0.000932635,0,0.001692162,0,0,0.00090285,-0.00092987,-0.000496339,0.000230771,-0.00079753,-0.000634646,-0.000356335,-0.000189228,0.000772601,0.004329765,1.48754E-06
28-11-2022,brand8,0,0.000234253,0.000743294,2.27475E-05,0,0,0,0.00112116,9.02754E-05,0.001530171,0,0.000329607,0,0,0,0,0,0,0,0,0,0,0.000437599,0,0,0.00141825,1.2077E-05,0,0,0,0,0,0.000106691,0.00811648,0.016244159,-0.006410164,0.028773306,0,0,0.015466097,-0.013354586,-0.008029467,0.020179407,-0.009336488,0.000819204,-0.006050399,-0.000221885,0.013373162,0.078104924,5.06706E-09
05-12-2022,brand0,0,0.003036495,0.000552033,0.001062433,0.000667336,0,0,0.00542688,0.001811831,0.01529371,0,0.001541559,0,0,0,0,0,0,0,0,0,0,0.001578289,3.05605E-06,0,0.001506194,6.45484E-05,0,0,0,0.00086027,0,0.004927008,0.019988046,0.040629065,-0.01529157,0.079301534,0,0,0.038852472,-0.037622788,-0.028780635,0.060619793,-0.023565975,0.013599044,-0.015552688,-0.003153517,0.033138061,0.226025628,1.05657E-11
05-12-2022,brand1,0,0,0,0,0.00019045,0,0,5.69322E-05,0.001455665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07585E-07,0,0,2.54039E-05,0,0,0,0,0,0.003795491,0.006924601,0.014213607,0,0.022007744,0,0,0.013681522,-0.008270584,-0.007305938,0.005331635,-0.00723923,-0.004695302,-0.004190815,-0.004330853,0.011895238,0.066662455,9.49092E-10
05-12-2022,brand13,0,2.94101E-05,1.51522E-06,6.24538E-05,0,0,0,0.000134251,7.59907E-06,0,0,2.03893E-05,0,0,0,0,0,0,0,0.00017577,0,0,0,3.14598E-08,0,0.000143045,5.368E-07,0,0,0,0,0,1.93761E-05,0.00443389,0.008843388,0,0.017382897,0,0,0.008744528,-0.01114933,-0.007736431,0.011291999,-0.004118752,0.006180889,-0.005022179,-0.000511227,0.007404639,0.033607185,7.9726E-09
05-12-2022,brand19,0,0.00054071,8.01196E-06,2.206E-05,0,0,0,0.000974704,6.96798E-06,0,0,0.000619305,0,0,0,0,0,0,0,0,0,0,0.000249454,0,0,0.000640417,0,0,0,0,0,0,1.35302E-05,0.006314518,0.01357689,0,0.023306514,0,0,0.012746439,-0.012733463,-0.008741948,0.017638966,-0.009280095,0.001249792,-0.006241419,0.00012417,0.011139264,0.05644673,1.24232E-11
05-12-2022,brand2,0,0.000379198,2.65366E-05,0.000203933,0,0,0,0.001075143,0,0,0,7.30825E-05,0,0,0,0,0,0,0,0,0,0,0.000306743,0,0,0.001180304,0,0,0,0,0,0,0,0.00575545,0.011008333,-1.34357E-05,0.022107748,0,0,0.010505445,-0.012077786,-0.009194816,0.010513719,-0.00416817,0.005172997,-0.005327345,-0.000404459,0.009043711,0.048399053,1.6119E-09
05-12-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495547,0.000981971,0,0.001820673,0,0,0.00095061,-0.00097906,-0.000715024,0.000242979,-0.000839719,-0.000668218,-0.000381978,-0.000199238,0.000813471,0.005019401,3.43811E-07
05-12-2022,brand8,0,0.000288612,0.000778219,1.89207E-05,0,0,0,0.001575027,0.00013254,0.001465469,0,0.000371976,0,0,0,0,0,0,0,0,0,0,0.000476194,0,0,0.001763245,1.2317E-05,0,0,0,0,0,8.82887E-05,0.009695317,0.019404011,-0.007477082,0.035122646,0,0,0.018474599,-0.015952351,-0.013123096,0.024104753,-0.011152644,0.000978558,-0.007230106,-0.000265047,0.015974542,0.0973478,4.33633E-11
12-12-2022,brand0,0,0.002900887,0.000565455,0.000980945,0.000584212,0,0,0.005133053,0.002164313,0.015113815,0,0.001588071,0,0,0,0,0,0,0,0,0,0,0.00163082,2.0463E-07,0,0.001433176,4.5483E-05,0,0,0,0.000773898,0,0.00743497,0.018556812,0.03771984,-0.009015646,0.074786398,0,0,0.03607046,-0.034928827,-0.016801006,0.056279143,-0.021878545,0.012625291,-0.014433474,-0.002927711,0.030765227,0.221433181,1.87261E-08
12-12-2022,brand1,0,0,0,0,0.000200897,0,0,7.84687E-05,0.002081104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85355E-07,0,0,2.17287E-05,0,0,0,0,0,0.006384289,0.007791821,0.015993684,0,0.025155198,0,0,0.015394962,-0.009306371,-0.005169185,0.005999356,-0.008145853,-0.00528333,-0.004679556,-0.004873238,0.013384968,0.078334776,8.14347E-08
12-12-2022,brand13,0,1.88091E-05,6.51678E-07,3.97433E-05,0,0,0,7.9421E-05,4.17499E-06,0,0,1.5607E-05,0,0,0,0,0,0,0,0.000121446,0,0,0,1.72142E-08,0,9.52199E-05,3.15446E-07,0,0,0,0,0,0.000335321,0.002814712,0.00561394,0,0.011209319,0,0,0.005551182,-0.007077793,-0.003088102,0.007168361,-0.002614657,0.003923738,-0.003208105,-0.000324536,0.004700596,0.022289097,4.47728E-07
12-12-2022,brand19,0,0.000805626,5.96146E-06,2.77443E-05,0,0,0,0.001372237,4.09867E-05,0,0,0.000956896,0,0,0,0,0,0,0,0,0,0,0.00037654,0,0,0.000897189,0,0,0,0,0,0,1.5514E-05,0.008479167,0.018231118,0,0.031790571,0,0,0.017115985,-0.01709856,-0.007381135,0.023685695,-0.01246136,0.001678227,-0.008386759,0.000166736,0.014957861,0.082161425,1.10017E-08
12-12-2022,brand2,0,0.000421292,2.04049E-05,0.000229235,0,0,0,0.001161464,0,0,0,5.28395E-05,0,0,0,0,0,0,0,0,0,0,0.000396618,0,0,0.001306293,0,0,0,0,0,0,0,0.006610269,0.012643328,-1.50412E-05,0.025792436,0,0,0.012065749,-0.01387162,-0.006640256,0.012075252,-0.00478724,0.005941308,-0.00611913,-0.00046453,0.010386914,0.059986543,2.31007E-07
12-12-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-2022,brand8,0,0.000284804,0.00074228,1.1473E-05,0,0,0,0.001682917,5.98416E-05,0.001110968,0,0.000342936,0,0,0,0,0,0,0,0,0,0,0.000454186,0,0,0.001803854,1.10086E-05,0,0,0,0,0,6.84328E-05,0.010115772,0.020245502,-0.004954284,0.03722479,0,0,0.019275784,-0.016644154,-0.008609446,0.0251501,-0.011636299,0.001020994,-0.007546545,-0.000276541,0.016667307,0.10629273,2.70889E-08
19-12-2022,brand0,0,0.002089452,0.000421454,0.000690522,0.000398192,0,0,0.003678323,0.001384162,0.011163695,0,0.001194453,0,0,0,0,0,0,0,0,0,0,0.001228366,3.50097E-06,0,0.001028891,2.61814E-05,0,0,0,0.000534335,0,0.004723287,0.013051049,0.026528451,-0.00826164,0.050655755,0,0,0.025368438,-0.024565525,-0.013493688,0.039581251,-0.015387231,0.008879396,-0.010136981,-0.002059066,0.021637255,0.164255319,8.75546E-05
19-12-2022,brand1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-2022,brand13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-2022,brand19,0,0.000985841,1.54629E-06,3.04522E-05,0,0,0,0.001631253,1.74401E-05,0,0,0.001198888,0,0,0,0,0,0,0,0,0,0,0.000464796,0,0,0.001056882,0,0,0,0,0,0,1.56522E-05,0.009711814,0.020881441,0,0.035067889,0,0,0.019604196,-0.019584239,-0.009654363,0.027128969,-0.014272912,0.001922197,-0.009614663,0.000190975,0.017132339,0.102313616,3.42009E-05
19-12-2022,brand2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-2022,brand4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-2022,brand8,0,0.000328891,0.000832581,3.68332E-06,0,0,0,0.002096751,4.6452E-05,0.000809439,0,0.000364675,0,0,0,0,0,0,0,0,0,0,0.000509048,0,0,0.00216999,8.30303E-06,0,0,0,0,0,5.55757E-05,0.012514625,0.025046517,-0.007985959,0.044352203,0,0,0.02384684,-0.020591147,-0.012163186,0.031114191,-0.014395729,0.001263113,-0.009327592,-0.00034212,0.02061979,0.137765324,7.36695E-05
26-12-2022,brand0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-12-2022,brand1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
